nom_ree,ear_data,ear_max_ree,ear_verif_ree_mwmes,ear_verif_ree_percentual
NORTE,2023-11-30,14488.55,7276.238,50.2206
PARANA,2023-11-30,140595.976,88630.952,63.0395
PARANAPANEMA,2023-11-30,11832.754,9643.468,81.4981
SUDESTE,2023-11-30,50972.214,32497.203,63.7547
SUL,2023-11-30,10134.571,9622.342,94.9457
TELES PIRES,2023-11-30,900.655,172.152,19.1141
BELO MONTE,2023-12-01,28.109,5.434,19.3319
IGUACU,2023-12-01,10324.672,10230.852,99.0913
MADEIRA,2023-12-01,313.73,20.126,6.4151
MANAUS-AMAPA,2023-12-01,785.737,197.474,25.1323
NORDESTE,2023-12-01,51691.226,27701.869,53.591
NORTE,2023-12-01,14488.55,7261.387,50.1181
PARANA,2023-12-01,140595.976,88475.934,62.9292
PARANAPANEMA,2023-12-01,11832.754,9659.411,81.6328
SUDESTE,2023-12-01,50972.214,32480.015,63.721
SUL,2023-12-01,10134.571,9580.058,94.5285
TELES PIRES,2023-12-01,900.655,170.92,18.9773
BELO MONTE,2023-12-02,28.109,5.348,19.0259
IGUACU,2023-12-02,10324.672,10253.047,99.3063
MADEIRA,2023-12-02,313.73,18.762,5.9803
MANAUS-AMAPA,2023-12-02,785.737,194.931,24.8087
NORDESTE,2023-12-02,51691.226,27535.655,53.2695
NORTE,2023-12-02,14488.55,7237.629,49.9541
PARANA,2023-12-02,140595.976,88518.379,62.9594
PARANAPANEMA,2023-12-02,11832.754,9671.533,81.7353
SUDESTE,2023-12-02,50972.214,32435.115,63.6329
SUL,2023-12-02,10134.571,9588.237,94.6092
TELES PIRES,2023-12-02,900.655,168.543,18.7134
BELO MONTE,2023-12-03,28.109,5.231,18.6097
IGUACU,2023-12-03,10324.672,10299.752,99.7586
MADEIRA,2023-12-03,313.73,17.542,5.5914
MANAUS-AMAPA,2023-12-03,785.737,192.316,24.4759
NORDESTE,2023-12-03,51691.226,27382.443,52.9731
NORTE,2023-12-03,14488.55,7223.242,49.8548
PARANA,2023-12-03,140595.976,88546.115,62.9791
PARANAPANEMA,2023-12-03,11832.754,9692.739,81.9145
SUDESTE,2023-12-03,50972.214,32376.384,63.5177
SUL,2023-12-03,10134.571,9683.797,95.5521
TELES PIRES,2023-12-03,900.655,166.783,18.518
BELO MONTE,2023-12-04,28.109,5.118,18.2077
IGUACU,2023-12-04,10324.672,10287.983,99.6446
MADEIRA,2023-12-04,313.73,17.103,5.4515
MANAUS-AMAPA,2023-12-04,785.737,189.628,24.1338
NORDESTE,2023-12-04,51691.226,27187.128,52.5952
NORTE,2023-12-04,14488.55,7173.826,49.5138
PARANA,2023-12-04,140595.976,88108.24,62.6677
PARANAPANEMA,2023-12-04,11832.754,9666.026,81.6887
SUDESTE,2023-12-04,50972.214,32270.037,63.3091
SUL,2023-12-04,10134.571,9687.594,95.5896
TELES PIRES,2023-12-04,900.655,164.936,18.3129
BELO MONTE,2023-12-05,28.109,5.002,17.795
IGUACU,2023-12-05,10324.672,10284.712,99.613
MADEIRA,2023-12-05,313.73,16.785,5.3501
MANAUS-AMAPA,2023-12-05,785.737,187.017,23.8015
NORDESTE,2023-12-05,51691.226,26994.274,52.2222
NORTE,2023-12-05,14488.55,7153.492,49.3734
PARANA,2023-12-05,140595.976,88107.973,62.6675
PARANAPANEMA,2023-12-05,11832.754,9635.485,81.4306
SUDESTE,2023-12-05,50972.214,32232.193,63.2348
SUL,2023-12-05,10134.571,9726.374,95.9722
TELES PIRES,2023-12-05,900.655,163.792,18.1859
BELO MONTE,2023-12-06,28.109,4.834,17.1973
IGUACU,2023-12-06,10324.672,10276.975,99.538
MADEIRA,2023-12-06,313.73,15.845,5.0505
MANAUS-AMAPA,2023-12-06,785.737,182.994,23.2895
NORDESTE,2023-12-06,51691.226,26835.348,51.9147
NORTE,2023-12-06,14488.55,7148.129,49.3364
PARANA,2023-12-06,140595.976,88145.697,62.6943
PARANAPANEMA,2023-12-06,11832.754,9621.498,81.3124
SUDESTE,2023-12-06,50972.214,32202.237,63.1761
SUL,2023-12-06,10134.571,9743.948,96.1456
TELES PIRES,2023-12-06,900.655,162.561,18.0492
BELO MONTE,2023-12-07,28.109,4.694,16.6993
IGUACU,2023-12-07,10324.672,10240.076,99.1806
MADEIRA,2023-12-07,313.73,14.617,4.6591
MANAUS-AMAPA,2023-12-07,785.737,179.125,22.7971
NORDESTE,2023-12-07,51691.226,26676.234,51.6069
NORTE,2023-12-07,14488.55,7144.826,49.3136
PARANA,2023-12-07,140595.976,87951.948,62.5565
PARANAPANEMA,2023-12-07,11832.754,9601.084,81.1399
SUDESTE,2023-12-07,50972.214,32140.81,63.0556
SUL,2023-12-07,10134.571,9747.36,96.1793
TELES PIRES,2023-12-07,900.655,161.33,17.9125
BELO MONTE,2023-12-08,28.109,4.502,16.0162
IGUACU,2023-12-08,10324.672,10213.889,98.927
MADEIRA,2023-12-08,313.73,13.672,4.3579
MANAUS-AMAPA,2023-12-08,785.737,179.125,22.7971
NORDESTE,2023-12-08,51691.226,26518.258,51.3013
NORTE,2023-12-08,14488.55,7130.022,49.2114
PARANA,2023-12-08,140595.976,87945.779,62.5521
PARANAPANEMA,2023-12-08,11832.754,9604.736,81.1708
SUDESTE,2023-12-08,50972.214,32063.5,62.9039
SUL,2023-12-08,10134.571,9736.3,96.0702
TELES PIRES,2023-12-08,900.655,160.187,17.7856
BELO MONTE,2023-12-09,28.109,4.204,14.9561
IGUACU,2023-12-09,10324.672,10239.606,99.1761
MADEIRA,2023-12-09,313.73,12.598,4.0156
MANAUS-AMAPA,2023-12-09,785.737,179.125,22.7971
NORDESTE,2023-12-09,51691.226,26403.677,51.0796
NORTE,2023-12-09,14488.55,7133.195,49.2333
PARANA,2023-12-09,140595.976,88068.373,62.6393
PARANAPANEMA,2023-12-09,11832.754,9621.932,81.3161
SUDESTE,2023-12-09,50972.214,32025.733,62.8298
SUL,2023-12-09,10134.571,9745.265,96.1586
TELES PIRES,2023-12-09,900.655,160.802,17.8539
BELO MONTE,2023-12-10,28.109,4.15,14.764
IGUACU,2023-12-10,10324.672,10248.991,99.267
MADEIRA,2023-12-10,313.73,11.318,3.6076
MANAUS-AMAPA,2023-12-10,785.737,177.787,22.6268
NORDESTE,2023-12-10,51691.226,26324.17,50.9258
NORTE,2023-12-10,14488.55,7144.037,49.3082
PARANA,2023-12-10,140595.976,88126.057,62.6804
PARANAPANEMA,2023-12-10,11832.754,9634.242,81.4201
SUDESTE,2023-12-10,50972.214,32032.329,62.8427
SUL,2023-12-10,10134.571,9745.253,96.1585
TELES PIRES,2023-12-10,900.655,160.187,17.7856
BELO MONTE,2023-12-11,28.109,3.939,14.0133
IGUACU,2023-12-11,10324.672,10172.609,98.5272
MADEIRA,2023-12-11,313.73,9.878,3.1486
MANAUS-AMAPA,2023-12-11,785.737,175.187,22.2959
NORDESTE,2023-12-11,51691.226,26180.558,50.648
NORTE,2023-12-11,14488.55,7152.484,49.3665
PARANA,2023-12-11,140595.976,87893.131,62.5147
PARANAPANEMA,2023-12-11,11832.754,9610.478,81.2193
SUDESTE,2023-12-11,50972.214,31993.827,62.7672
SUL,2023-12-11,10134.571,9672.866,95.4443
TELES PIRES,2023-12-11,900.655,160.187,17.7856
BELO MONTE,2023-12-12,28.109,3.782,13.4548
IGUACU,2023-12-12,10324.672,10171.597,98.5174
MADEIRA,2023-12-12,313.73,8.125,2.5898
MANAUS-AMAPA,2023-12-12,785.737,172.589,21.9652
NORDESTE,2023-12-12,51691.226,26051.585,50.3985
NORTE,2023-12-12,14488.55,7142.17,49.2953
PARANA,2023-12-12,140595.976,87674.726,62.3593
PARANAPANEMA,2023-12-12,11832.754,9581.864,80.9775
SUDESTE,2023-12-12,50972.214,31953.273,62.6876
SUL,2023-12-12,10134.571,9667.547,95.3918
TELES PIRES,2023-12-12,900.655,159.571,17.7172
BELO MONTE,2023-12-13,28.109,3.86,13.7323
IGUACU,2023-12-13,10324.672,10207.627,98.8664
MADEIRA,2023-12-13,313.73,6.767,2.157
MANAUS-AMAPA,2023-12-13,785.737,171.254,21.7953
NORDESTE,2023-12-13,51691.226,25972.742,50.2459
NORTE,2023-12-13,14488.55,7134.88,49.245
PARANA,2023-12-13,140595.976,87594.621,62.3024
PARANAPANEMA,2023-12-13,11832.754,9549.623,80.705
SUDESTE,2023-12-13,50972.214,31917.631,62.6177
SUL,2023-12-13,10134.571,9662.984,95.3467
TELES PIRES,2023-12-13,900.655,159.571,17.7172
BELO MONTE,2023-12-14,28.109,3.86,13.7323
IGUACU,2023-12-14,10324.672,10200.271,98.7951
MADEIRA,2023-12-14,313.73,5.33,1.6989
MANAUS-AMAPA,2023-12-14,785.737,168.66,21.4652
NORDESTE,2023-12-14,51691.226,25929.308,50.1619
NORTE,2023-12-14,14488.55,7122.311,49.1582
PARANA,2023-12-14,140595.976,87301.508,62.0939
PARANAPANEMA,2023-12-14,11832.754,9504.755,80.3258
SUDESTE,2023-12-14,50972.214,31848.763,62.4826
SUL,2023-12-14,10134.571,9663.185,95.3487
TELES PIRES,2023-12-14,900.655,158.956,17.6489
BELO MONTE,2023-12-15,28.109,3.833,13.6362
IGUACU,2023-12-15,10324.672,10181.08,98.6092
MADEIRA,2023-12-15,313.73,4.229,1.348
MANAUS-AMAPA,2023-12-15,785.737,168.66,21.4652
NORDESTE,2023-12-15,51691.226,25908.723,50.1221
NORTE,2023-12-15,14488.55,7097.962,48.9901
PARANA,2023-12-15,140595.976,86966.506,61.8556
PARANAPANEMA,2023-12-15,11832.754,9445.837,79.8279
SUDESTE,2023-12-15,50972.214,31766.992,62.3222
SUL,2023-12-15,10134.571,9638.106,95.1013
TELES PIRES,2023-12-15,900.655,158.341,17.5806
BELO MONTE,2023-12-16,28.109,3.782,13.4548
IGUACU,2023-12-16,10324.672,10168.511,98.4875
MADEIRA,2023-12-16,313.73,3.266,1.041
MANAUS-AMAPA,2023-12-16,785.737,168.66,21.4652
NORDESTE,2023-12-16,51691.226,25878.305,50.0632
NORTE,2023-12-16,14488.55,7071.237,48.8057
PARANA,2023-12-16,140595.976,86706.884,61.671
PARANAPANEMA,2023-12-16,11832.754,9393.084,79.3821
SUDESTE,2023-12-16,50972.214,31681.263,62.154
SUL,2023-12-16,10134.571,9601.712,94.7422
TELES PIRES,2023-12-16,900.655,157.813,17.522
BELO MONTE,2023-12-17,28.109,3.806,13.5401
IGUACU,2023-12-17,10324.672,10164.973,98.4532
MADEIRA,2023-12-17,313.73,1.963,0.6257
MANAUS-AMAPA,2023-12-17,785.737,166.069,21.1354
NORDESTE,2023-12-17,51691.226,25841.875,49.9928
NORTE,2023-12-17,14488.55,7062.277,48.7438
PARANA,2023-12-17,140595.976,86551.91,61.5607
PARANAPANEMA,2023-12-17,11832.754,9351.969,79.0346
SUDESTE,2023-12-17,50972.214,31629.713,62.0529
SUL,2023-12-17,10134.571,9614.402,94.8674
TELES PIRES,2023-12-17,900.655,155.968,17.3172
BELO MONTE,2023-12-18,28.109,3.677,13.0812
IGUACU,2023-12-18,10324.672,10116.971,97.9883
MADEIRA,2023-12-18,313.73,0.371,0.1183
MANAUS-AMAPA,2023-12-18,785.737,164.811,20.9753
NORDESTE,2023-12-18,51691.226,25766.577,49.8471
NORTE,2023-12-18,14488.55,7043.644,48.6152
PARANA,2023-12-18,140595.976,85972.977,61.149
PARANAPANEMA,2023-12-18,11832.754,9284.647,78.4656
SUDESTE,2023-12-18,50972.214,31538.52,61.8739
SUL,2023-12-18,10134.571,9618.109,94.904
TELES PIRES,2023-12-18,900.655,154.21,17.122
BELO MONTE,2023-12-19,28.109,3.575,12.7183
IGUACU,2023-12-19,10324.672,10065.635,97.4911
MADEIRA,2023-12-19,313.73,-1.481,-0.4721
MANAUS-AMAPA,2023-12-19,785.737,162.223,20.646
NORDESTE,2023-12-19,51691.226,25680.271,49.6801
NORTE,2023-12-19,14488.55,7032.087,48.5355
PARANA,2023-12-19,140595.976,85503.015,60.8147
PARANAPANEMA,2023-12-19,11832.754,9221.908,77.9354
SUDESTE,2023-12-19,50972.214,31434.514,61.6699
SUL,2023-12-19,10134.571,9601.151,94.7366
TELES PIRES,2023-12-19,900.655,152.453,16.9269
BELO MONTE,2023-12-20,28.109,3.446,12.2594
IGUACU,2023-12-20,10324.672,10026.307,97.1102
MADEIRA,2023-12-20,313.73,-3.441,-1.0968
MANAUS-AMAPA,2023-12-20,785.737,164.811,20.9753
NORDESTE,2023-12-20,51691.226,25614.995,49.5539
NORTE,2023-12-20,14488.55,7034.63,48.553
PARANA,2023-12-20,140595.976,85155.407,60.5675
PARANAPANEMA,2023-12-20,11832.754,9150.809,77.3346
SUDESTE,2023-12-20,50972.214,31382.314,61.5675
SUL,2023-12-20,10134.571,9565.831,94.3881
TELES PIRES,2023-12-20,900.655,149.467,16.5954
BELO MONTE,2023-12-21,28.109,3.296,11.7258
IGUACU,2023-12-21,10324.672,9964.076,96.5074
MADEIRA,2023-12-21,313.73,-5.247,-1.6725
MANAUS-AMAPA,2023-12-21,785.737,163.48,20.8059
NORDESTE,2023-12-21,51691.226,25547.397,49.4231
NORTE,2023-12-21,14488.55,7012.878,48.4029
PARANA,2023-12-21,140595.976,84926.279,60.4045
PARANAPANEMA,2023-12-21,11832.754,9083.028,76.7617
SUDESTE,2023-12-21,50972.214,31312.12,61.4298
SUL,2023-12-21,10134.571,9508.948,93.8268
TELES PIRES,2023-12-21,900.655,146.482,16.2639
BELO MONTE,2023-12-22,28.109,3.32,11.8112
IGUACU,2023-12-22,10324.672,9879.925,95.6924
MADEIRA,2023-12-22,313.73,-5.917,-1.886
MANAUS-AMAPA,2023-12-22,785.737,163.48,20.8059
NORDESTE,2023-12-22,51691.226,25488.265,49.3087
NORTE,2023-12-22,14488.55,7003.692,48.3395
PARANA,2023-12-22,140595.976,84722.995,60.2599
PARANAPANEMA,2023-12-22,11832.754,9013.235,76.1719
SUDESTE,2023-12-22,50972.214,31296.242,61.3986
SUL,2023-12-22,10134.571,9452.802,93.2728
TELES PIRES,2023-12-22,900.655,145.253,16.1275
BELO MONTE,2023-12-23,28.109,3.395,12.078
IGUACU,2023-12-23,10324.672,9862.338,95.522
MADEIRA,2023-12-23,313.73,-6.469,-2.062
MANAUS-AMAPA,2023-12-23,785.737,163.48,20.8059
NORDESTE,2023-12-23,51691.226,25456.249,49.2468
NORTE,2023-12-23,14488.55,6986.22,48.2189
PARANA,2023-12-23,140595.976,84938.866,60.4134
PARANAPANEMA,2023-12-23,11832.754,8976.291,75.8597
SUDESTE,2023-12-23,50972.214,31277.74,61.3623
SUL,2023-12-23,10134.571,9488.947,93.6295
TELES PIRES,2023-12-23,900.655,144.639,16.0593
BELO MONTE,2023-12-24,28.109,3.446,12.2594
IGUACU,2023-12-24,10324.672,9893.151,95.8205
MADEIRA,2023-12-24,313.73,-5.867,-1.8701
MANAUS-AMAPA,2023-12-24,785.737,162.223,20.646
NORDESTE,2023-12-24,51691.226,25433.495,49.2027
NORTE,2023-12-24,14488.55,6988.455,48.2343
PARANA,2023-12-24,140595.976,85205.102,60.6028
PARANAPANEMA,2023-12-24,11832.754,8957.413,75.7002
SUDESTE,2023-12-24,50972.214,31336.111,61.4768
SUL,2023-12-24,10134.571,9539.05,94.1239
TELES PIRES,2023-12-24,900.655,146.482,16.2639
BELO MONTE,2023-12-25,28.109,3.446,12.2594
IGUACU,2023-12-25,10324.672,9924.668,96.1257
MADEIRA,2023-12-25,313.73,-6.111,-1.9479
MANAUS-AMAPA,2023-12-25,785.737,166.069,21.1354
NORDESTE,2023-12-25,51691.226,25411.557,49.1603
NORTE,2023-12-25,14488.55,6991.411,48.2547
PARANA,2023-12-25,140595.976,85322.963,60.6866
PARANAPANEMA,2023-12-25,11832.754,8936.344,75.5221
SUDESTE,2023-12-25,50972.214,31395.285,61.5929
SUL,2023-12-25,10134.571,9536.238,94.0961
TELES PIRES,2023-12-25,900.655,148.238,16.4589
BELO MONTE,2023-12-26,28.109,3.422,12.174
IGUACU,2023-12-26,10324.672,9879.559,95.6888
MADEIRA,2023-12-26,313.73,-6.522,-2.0789
MANAUS-AMAPA,2023-12-26,785.737,164.811,20.9753
NORDESTE,2023-12-26,51691.226,25365.539,49.0713
NORTE,2023-12-26,14488.55,6963.433,48.0616
PARANA,2023-12-26,140595.976,85068.397,60.5056
PARANAPANEMA,2023-12-26,11832.754,8855.498,74.8389
SUDESTE,2023-12-26,50972.214,31366.954,61.5374
SUL,2023-12-26,10134.571,9485.17,93.5922
TELES PIRES,2023-12-26,900.655,150.609,16.7222
BELO MONTE,2023-12-27,28.109,3.422,12.174
IGUACU,2023-12-27,10324.672,9837.863,95.285
MADEIRA,2023-12-27,313.73,-6.893,-2.1971
MANAUS-AMAPA,2023-12-27,785.737,166.069,21.1354
NORDESTE,2023-12-27,51691.226,25326.799,48.9963
NORTE,2023-12-27,14488.55,6937.499,47.8826
PARANA,2023-12-27,140595.976,84999.439,60.4565
PARANAPANEMA,2023-12-27,11832.754,8813.726,74.4858
SUDESTE,2023-12-27,50972.214,31322.838,61.4508
SUL,2023-12-27,10134.571,9409.645,92.847
TELES PIRES,2023-12-27,900.655,153.595,17.0537
BELO MONTE,2023-12-28,28.109,3.371,11.9926
IGUACU,2023-12-28,10324.672,9783.661,94.76
MADEIRA,2023-12-28,313.73,-7.843,-2.4999
MANAUS-AMAPA,2023-12-28,785.737,163.48,20.8059
NORDESTE,2023-12-28,51691.226,25293.073,48.9311
NORTE,2023-12-28,14488.55,6923.892,47.7887
PARANA,2023-12-28,140595.976,84789.806,60.3074
PARANAPANEMA,2023-12-28,11832.754,8768.648,74.1049
SUDESTE,2023-12-28,50972.214,31302.323,61.4106
SUL,2023-12-28,10134.571,9333.829,92.0989
TELES PIRES,2023-12-28,900.655,157.198,17.4537
BELO MONTE,2023-12-29,28.109,3.395,12.078
IGUACU,2023-12-29,10324.672,9706.835,94.0159
MADEIRA,2023-12-29,313.73,-8.384,-2.6724
MANAUS-AMAPA,2023-12-29,785.737,164.811,20.9753
NORDESTE,2023-12-29,51691.226,25277.823,48.9016
NORTE,2023-12-29,14488.55,6902.06,47.638
PARANA,2023-12-29,140595.976,84477.899,60.0856
PARANAPANEMA,2023-12-29,11832.754,8703.153,73.5514
SUDESTE,2023-12-29,50972.214,31252.356,61.3125
SUL,2023-12-29,10134.571,9263.035,91.4004
TELES PIRES,2023-12-29,900.655,159.571,17.7172
BELO MONTE,2023-12-30,28.109,3.422,12.174
IGUACU,2023-12-30,10324.672,9643.239,93.4
MADEIRA,2023-12-30,313.73,-8.685,-2.7683
MANAUS-AMAPA,2023-12-30,785.737,164.811,20.9753
NORDESTE,2023-12-30,51691.226,25261.318,48.8696
NORTE,2023-12-30,14488.55,6876.349,47.4606
PARANA,2023-12-30,140595.976,84339.214,59.9869
PARANAPANEMA,2023-12-30,11832.754,8646.715,73.0744
SUDESTE,2023-12-30,50972.214,31212.624,61.2346
SUL,2023-12-30,10134.571,9190.82,90.6878
TELES PIRES,2023-12-30,900.655,160.802,17.8539
BELO MONTE,2023-12-31,28.109,3.422,12.174
IGUACU,2023-12-31,10324.672,9540.775,92.4075
MADEIRA,2023-12-31,313.73,-9.117,-2.906
MANAUS-AMAPA,2023-12-31,785.737,163.48,20.8059
NORDESTE,2023-12-31,51691.226,25284.735,48.9149
NORTE,2023-12-31,14488.55,6853.517,47.303
PARANA,2023-12-31,140595.976,84261.932,59.932
PARANAPANEMA,2023-12-31,11832.754,8605.08,72.7225
SUDESTE,2023-12-31,50972.214,31216.434,61.2421
SUL,2023-12-31,10134.571,9128.265,90.0706
TELES PIRES,2023-12-31,900.655,161.945,17.9808
BELO MONTE,2024-01-01,28.109,3.446,12.2594
IGUACU,2024-01-01,10324.672,9491.183,91.9272
MADEIRA,2024-01-01,313.73,-9.166,-2.9216
MANAUS-AMAPA,2024-01-01,785.737,163.48,20.8059
NORDESTE,2024-01-01,51691.226,25312.042,48.9678
NORTE,2024-01-01,14488.55,6844.515,47.2409
PARANA,2024-01-01,140595.976,84303.793,59.9617
PARANAPANEMA,2024-01-01,11832.754,8572.493,72.4471
SUDESTE,2024-01-01,50972.214,31244.348,61.2968
SUL,2024-01-01,10134.571,9051.217,89.3103
TELES PIRES,2024-01-01,900.655,163.792,18.1859
BELO MONTE,2024-01-02,28.109,3.497,12.4409
IGUACU,2024-01-02,10324.672,9369.213,90.7459
MADEIRA,2024-01-02,313.73,-8.685,-2.7683
MANAUS-AMAPA,2024-01-02,785.737,160.893,20.4767
NORDESTE,2024-01-02,51691.226,25353.763,49.0485
NORTE,2024-01-02,14488.55,6835.917,47.1815
PARANA,2024-01-02,140595.976,84140.77,59.8458
PARANAPANEMA,2024-01-02,11832.754,8494.748,71.7901
SUDESTE,2024-01-02,50972.214,31288.425,61.3833
SUL,2024-01-02,10134.571,8955.889,88.3697
TELES PIRES,2024-01-02,900.655,166.783,18.518
BELO MONTE,2024-01-03,28.109,3.497,12.4409
IGUACU,2024-01-03,10324.672,9256.825,89.6573
MADEIRA,2024-01-03,313.73,-7.484,-2.3855
MANAUS-AMAPA,2024-01-03,785.737,159.638,20.317
NORDESTE,2024-01-03,51691.226,25376.544,49.0926
NORTE,2024-01-03,14488.55,6797.202,46.9143
PARANA,2024-01-03,140595.976,83998.482,59.7446
PARANAPANEMA,2024-01-03,11832.754,8421.349,71.1698
SUDESTE,2024-01-03,50972.214,31336.273,61.4772
SUL,2024-01-03,10134.571,8859.57,87.4193
TELES PIRES,2024-01-03,900.655,170.303,18.9088
BELO MONTE,2024-01-04,28.109,3.626,12.8998
IGUACU,2024-01-04,10324.672,9146.99,88.5935
MADEIRA,2024-01-04,313.73,-5.681,-1.8108
MANAUS-AMAPA,2024-01-04,785.737,157.055,19.9882
NORDESTE,2024-01-04,51691.226,25435.716,49.207
NORTE,2024-01-04,14488.55,6776.168,46.7691
PARANA,2024-01-04,140595.976,84145.14,59.8489
PARANAPANEMA,2024-01-04,11832.754,8349.824,70.5653
SUDESTE,2024-01-04,50972.214,31546.65,61.8899
SUL,2024-01-04,10134.571,8803.045,86.8615
TELES PIRES,2024-01-04,900.655,176.291,19.5736
BELO MONTE,2024-01-05,28.109,4.017,14.2908
IGUACU,2024-01-05,10324.672,9013.256,87.2982
MADEIRA,2024-01-05,313.73,-4.515,-1.4391
MANAUS-AMAPA,2024-01-05,785.737,154.548,19.6692
NORDESTE,2024-01-05,51691.226,25489.956,49.312
NORTE,2024-01-05,14488.55,6774.49,46.7575
PARANA,2024-01-05,140595.976,84241.699,59.9176
PARANAPANEMA,2024-01-05,11832.754,8282.047,69.9926
SUDESTE,2024-01-05,50972.214,31801.775,62.3904
SUL,2024-01-05,10134.571,8730.137,86.1421
TELES PIRES,2024-01-05,900.655,180.255,20.0138
BELO MONTE,2024-01-06,28.109,4.557,16.2119
IGUACU,2024-01-06,10324.672,8918.065,86.3763
MADEIRA,2024-01-06,313.73,-4.645,-1.4806
MANAUS-AMAPA,2024-01-06,785.737,153.221,19.5003
NORDESTE,2024-01-06,51691.226,25535.071,49.3992
NORTE,2024-01-06,14488.55,6784.729,46.8282
PARANA,2024-01-06,140595.976,84436.508,60.0561
PARANAPANEMA,2024-01-06,11832.754,8237.428,69.6155
SUDESTE,2024-01-06,50972.214,32037.856,62.8536
SUL,2024-01-06,10134.571,8676.046,85.6084
TELES PIRES,2024-01-06,900.655,184.751,20.513
BELO MONTE,2024-01-07,28.109,4.947,17.5993
IGUACU,2024-01-07,10324.672,8810.242,85.3319
MADEIRA,2024-01-07,313.73,-4.406,-1.4044
MANAUS-AMAPA,2024-01-07,785.737,150.203,19.1162
NORDESTE,2024-01-07,51691.226,25577.905,49.4821
NORTE,2024-01-07,14488.55,6818.839,47.0636
PARANA,2024-01-07,140595.976,84502.263,60.1029
PARANAPANEMA,2024-01-07,11832.754,8194.634,69.2538
SUDESTE,2024-01-07,50972.214,32196.643,63.1651
SUL,2024-01-07,10134.571,8625.162,85.1063
TELES PIRES,2024-01-07,900.655,182.899,20.3073
BELO MONTE,2024-01-08,28.109,5.317,18.9156
IGUACU,2024-01-08,10324.672,8669.747,83.9712
MADEIRA,2024-01-08,313.73,-3.954,-1.2603
MANAUS-AMAPA,2024-01-08,785.737,146.159,18.6015
NORDESTE,2024-01-08,51691.226,25600.764,49.5263
NORTE,2024-01-08,14488.55,6817.876,47.057
PARANA,2024-01-08,140595.976,84125.371,59.8348
PARANAPANEMA,2024-01-08,11832.754,8123.68,68.6542
SUDESTE,2024-01-08,50972.214,32250.937,63.2716
SUL,2024-01-08,10134.571,8526.153,84.1294
TELES PIRES,2024-01-08,900.655,191.983,21.3159
BELO MONTE,2024-01-09,28.109,5.348,19.0259
IGUACU,2024-01-09,10324.672,8537.429,82.6896
MADEIRA,2024-01-09,313.73,-2.53,-0.8064
MANAUS-AMAPA,2024-01-09,785.737,144.396,18.3771
NORDESTE,2024-01-09,51691.226,25626.587,49.5763
NORTE,2024-01-09,14488.55,6804.169,46.9624
PARANA,2024-01-09,140595.976,83960.851,59.7178
PARANAPANEMA,2024-01-09,11832.754,8066.328,68.1695
SUDESTE,2024-01-09,50972.214,32262.361,63.294
SUL,2024-01-09,10134.571,8450.607,83.384
TELES PIRES,2024-01-09,900.655,198.338,22.0215
BELO MONTE,2024-01-10,28.109,5.434,19.3319
IGUACU,2024-01-10,10324.672,8430.67,81.6556
MADEIRA,2024-01-10,313.73,-1.455,-0.4638
MANAUS-AMAPA,2024-01-10,785.737,141.828,18.0503
NORDESTE,2024-01-10,51691.226,25645.617,49.6131
NORTE,2024-01-10,14488.55,6803.429,46.9573
PARANA,2024-01-10,140595.976,83923.407,59.6912
PARANAPANEMA,2024-01-10,11832.754,8004.897,67.6503
SUDESTE,2024-01-10,50972.214,32326.147,63.4192
SUL,2024-01-10,10134.571,8384.151,82.7282
TELES PIRES,2024-01-10,900.655,200.192,22.2274
BELO MONTE,2024-01-11,28.109,5.406,19.2323
IGUACU,2024-01-11,10324.672,8308.777,80.475
MADEIRA,2024-01-11,313.73,1.028,0.3277
MANAUS-AMAPA,2024-01-11,785.737,141.828,18.0503
NORDESTE,2024-01-11,51691.226,25652.605,49.6266
NORTE,2024-01-11,14488.55,6805.574,46.9721
PARANA,2024-01-11,140595.976,83823.55,59.6202
PARANAPANEMA,2024-01-11,11832.754,7942.772,67.1253
SUDESTE,2024-01-11,50972.214,32405.448,63.5747
SUL,2024-01-11,10134.571,8308.669,81.9834
TELES PIRES,2024-01-11,900.655,205.581,22.8257
BELO MONTE,2024-01-12,28.109,5.406,19.2323
IGUACU,2024-01-12,10324.672,8180.836,79.2358
MADEIRA,2024-01-12,313.73,3.658,1.166
MANAUS-AMAPA,2024-01-12,785.737,141.828,18.0503
NORDESTE,2024-01-12,51691.226,25653.969,49.6293
NORTE,2024-01-12,14488.55,6801.495,46.9439
PARANA,2024-01-12,140595.976,83622.803,59.4774
PARANAPANEMA,2024-01-12,11832.754,7890.178,66.6808
SUDESTE,2024-01-12,50972.214,32521.545,63.8025
SUL,2024-01-12,10134.571,8290.94,81.8085
TELES PIRES,2024-01-12,900.655,201.959,22.4236
BELO MONTE,2024-01-13,28.109,5.406,19.2323
IGUACU,2024-01-13,10324.672,8072.081,78.1824
MADEIRA,2024-01-13,313.73,5.976,1.9048
MANAUS-AMAPA,2024-01-13,785.737,142.635,18.153
NORDESTE,2024-01-13,51691.226,25691.584,49.702
NORTE,2024-01-13,14488.55,6827.965,47.1266
PARANA,2024-01-13,140595.976,83781.48,59.5902
PARANAPANEMA,2024-01-13,11832.754,7869.26,66.504
SUDESTE,2024-01-13,50972.214,32672.436,64.0985
SUL,2024-01-13,10134.571,8249.293,81.3976
TELES PIRES,2024-01-13,900.655,203.814,22.6295
