data,subsistema,ena
2020-05-26,SUL,3889.96289063
2020-05-27,NORDESTE,4299.93115234
2020-05-27,NORTE,20556.890625
2020-05-27,SUDESTE,30702.4765625
2020-05-27,SUL,3201.77197266
2020-05-28,NORDESTE,4119.87402344
2020-05-28,NORTE,20311.68164063
2020-05-28,SUDESTE,30365.4921875
2020-05-28,SUL,2654.62402344
2020-05-29,NORDESTE,4044.63500977
2020-05-29,NORTE,19906.77539063
2020-05-29,SUDESTE,29893.5078125
2020-05-29,SUL,2296.80395508
2020-05-30,NORDESTE,4039.28491211
2020-05-30,NORTE,19423.25195313
2020-05-30,SUDESTE,29292.73242188
2020-05-30,SUL,2048.03100586
2020-05-31,NORDESTE,4041.9609375
2020-05-31,NORTE,19089.08789063
2020-05-31,SUDESTE,28701.65039063
2020-05-31,SUL,1879.26196289
2020-06-01,NORDESTE,4007.06298828
2020-06-01,NORTE,18776.65234375
2020-06-01,SUDESTE,28150.40625
2020-06-01,SUL,1739.62597656
2020-06-02,NORDESTE,3979.75097656
2020-06-02,NORTE,18433.26757813
2020-06-02,SUDESTE,27712.62304688
2020-06-02,SUL,1642.57702637
2020-06-03,NORDESTE,4000.1159668
2020-06-03,NORTE,18031.6328125
2020-06-03,SUDESTE,27240.28320313
2020-06-03,SUL,1644.41101074
2020-06-04,NORDESTE,4028.94189453
2020-06-04,NORTE,17625.76953125
2020-06-04,SUDESTE,26911.8203125
2020-06-04,SUL,1874.47302246
2020-06-05,NORDESTE,4040.94897461
2020-06-05,NORTE,17068.42382813
2020-06-05,SUDESTE,26608.58984375
2020-06-05,SUL,2642.00708008
2020-06-06,NORDESTE,4003.20288086
2020-06-06,NORTE,16458.65039063
2020-06-06,SUDESTE,26327.3984375
2020-06-06,SUL,3928.45092773
2020-06-07,NORDESTE,3942.02807617
2020-06-07,NORTE,15791.56933594
2020-06-07,SUDESTE,26244.01171875
2020-06-07,SUL,4974.21582031
2020-06-08,NORDESTE,3892.53491211
2020-06-08,NORTE,15206.98242188
2020-06-08,SUDESTE,26248.76757813
2020-06-08,SUL,5195.43896484
2020-06-09,NORDESTE,3946.51806641
2020-06-09,NORTE,14652.28710938
2020-06-09,SUDESTE,26191.7109375
2020-06-09,SUL,5530.41015625
2020-06-10,NORDESTE,4014.44189453
2020-06-10,NORTE,14138.94921875
2020-06-10,SUDESTE,26096.33007813
2020-06-10,SUL,9754.71386719
2020-06-11,NORDESTE,3823.83496094
2020-06-11,NORTE,13670.45996094
2020-06-11,SUDESTE,26032.86328125
2020-06-11,SUL,18157.22851563
2020-06-12,NORDESTE,3592.07495117
2020-06-12,NORTE,13234.04199219
2020-06-12,SUDESTE,26162.83203125
2020-06-12,SUL,18773.74023438
2020-06-13,NORDESTE,3463.18188477
2020-06-13,NORTE,12793.64355469
2020-06-13,SUDESTE,25983.92578125
2020-06-13,SUL,16918.82617188
2020-06-14,NORDESTE,3375.57202148
2020-06-14,NORTE,12331.71582031
2020-06-14,SUDESTE,25825.49609375
2020-06-14,SUL,14965.37402344
2020-06-15,NORDESTE,3332.45288086
2020-06-15,NORTE,11911.03417969
2020-06-15,SUDESTE,25515.18164063
2020-06-15,SUL,12868.37402344
2020-06-16,NORDESTE,3294.38891602
2020-06-16,NORTE,11518.27734375
2020-06-16,SUDESTE,25151.76757813
2020-06-16,SUL,11040.97851563
2020-06-17,NORDESTE,3195.06689453
2020-06-17,NORTE,11112.91796875
2020-06-17,SUDESTE,24828.55273438
2020-06-17,SUL,9495.19433594
2020-06-18,NORDESTE,3102.18701172
2020-06-18,NORTE,10807.046875
2020-06-18,SUDESTE,24432.6640625
2020-06-18,SUL,8147.90283203
2020-06-19,NORDESTE,3050.21899414
2020-06-19,NORTE,10480.40820313
2020-06-19,SUDESTE,23947.9453125
2020-06-19,SUL,6999.92285156
2020-06-20,NORDESTE,3015.77294922
2020-06-20,NORTE,10149.67382813
2020-06-20,SUDESTE,23599.29882813
2020-06-20,SUL,5972.98681641
2020-06-21,NORDESTE,3007.91894531
2020-06-21,NORTE,9829.4453125
2020-06-21,SUDESTE,23220.40429688
2020-06-21,SUL,5180.45507813
2020-06-22,NORDESTE,3057.26806641
2020-06-22,NORTE,9543.13671875
2020-06-22,SUDESTE,22885.46875
2020-06-22,SUL,4604.86376953
2020-06-23,NORDESTE,3094.08007813
2020-06-23,NORTE,9338.51171875
2020-06-23,SUDESTE,22439.44140625
2020-06-23,SUL,4186.828125
2020-06-24,NORDESTE,3002.44189453
2020-06-24,NORTE,9128.66113281
2020-06-24,SUDESTE,24582.1796875
2020-06-24,SUL,3975.12597656
2020-06-25,NORDESTE,2949.24609375
2020-06-25,NORTE,8962.65625
2020-06-25,SUDESTE,22130.13085938
2020-06-25,SUL,3958.47412109
2020-06-26,NORDESTE,3028.32397461
2020-06-26,NORTE,8790.14941406
2020-06-26,SUDESTE,22404.21679688
2020-06-26,SUL,4258.80517578
2020-06-27,NORDESTE,3052.02807617
2020-06-27,NORTE,8634.29980469
2020-06-27,SUDESTE,23843.25585938
2020-06-27,SUL,4803.80078125
2020-06-28,NORDESTE,2920.14501953
2020-06-28,NORTE,8444.28710938
2020-06-28,SUDESTE,24039.22460938
2020-06-28,SUL,5073.33203125
2020-06-29,NORDESTE,2801.20800781
2020-06-29,NORTE,8217.34570313
2020-06-29,SUDESTE,25216.26953125
2020-06-29,SUL,5257.10400391
2020-06-30,NORDESTE,2775.1940918
2020-06-30,NORTE,7967.20800781
2020-06-30,SUDESTE,25114.18554688
2020-06-30,SUL,9593.91796875
2020-07-01,NORDESTE,2754.41210938
2020-07-01,NORTE,7787.74707031
2020-07-01,SUDESTE,25486.64648438
2020-07-01,SUL,13781.70605469
2020-07-02,NORDESTE,2752.31298828
2020-07-02,NORTE,7659.52099609
2020-07-02,SUDESTE,25975.35742188
2020-07-02,SUL,12920.10058594
2020-07-03,NORDESTE,2719.1809082
2020-07-03,NORTE,7496.82714844
2020-07-03,SUDESTE,26145.54882813
2020-07-03,SUL,10948.15039063
2020-07-04,NORDESTE,2695.33789063
2020-07-04,NORTE,7345.45605469
2020-07-04,SUDESTE,25730.83007813
2020-07-04,SUL,9276.30957031
2020-07-05,NORDESTE,2663.93896484
2020-07-05,NORTE,7154.34423828
2020-07-05,SUDESTE,25083.70117188
2020-07-05,SUL,8606.59277344
2020-07-06,NORDESTE,2643.86889648
2020-07-06,NORTE,6963.02294922
2020-07-06,SUDESTE,24232.49609375
2020-07-06,SUL,10805.5390625
2020-07-07,NORDESTE,2631.19311523
2020-07-07,NORTE,6799.62304688
2020-07-07,SUDESTE,23598.58007813
2020-07-07,SUL,17601.51757813
2020-07-08,NORDESTE,2615.49804688
2020-07-08,NORTE,6618.421875
2020-07-08,SUDESTE,23010.70507813
2020-07-08,SUL,36592.30078125
2020-07-09,NORDESTE,2584.56396484
2020-07-09,NORTE,6491.98291016
2020-07-09,SUDESTE,22421.44921875
2020-07-09,SUL,34613.6953125
2020-07-10,NORDESTE,2546.85009766
2020-07-10,NORTE,6376.08398438
2020-07-10,SUDESTE,21772.04296875
2020-07-10,SUL,26122.96484375
2020-07-11,NORDESTE,2517.0859375
2020-07-11,NORTE,6239.20117188
2020-07-11,SUDESTE,21179.63476563
2020-07-11,SUL,18918.0625
2020-07-12,NORDESTE,2514.75488281
2020-07-12,NORTE,6130.82324219
2020-07-12,SUDESTE,20733.21875
2020-07-12,SUL,21394.84179688
2020-07-13,NORDESTE,2503.48095703
2020-07-13,NORTE,6033.16503906
2020-07-13,SUDESTE,20435.09570313
2020-07-13,SUL,20987.921875
2020-07-14,NORDESTE,2440.16796875
2020-07-14,NORTE,5899.09716797
2020-07-14,SUDESTE,20249.27539063
2020-07-14,SUL,16253.33203125
2020-07-15,NORDESTE,2367.36303711
2020-07-15,NORTE,5708.19189453
2020-07-15,SUDESTE,20076.09375
2020-07-15,SUL,12847.484375
2020-07-16,NORDESTE,2329.47900391
2020-07-16,NORTE,5529.41894531
2020-07-16,SUDESTE,19858.91210938
2020-07-16,SUL,11379.57714844
2020-07-17,NORDESTE,2310.93603516
2020-07-17,NORTE,5222.02685547
2020-07-17,SUDESTE,19684.375
2020-07-17,SUL,14268.45214844
2020-07-18,NORDESTE,2299.63989258
2020-07-18,NORTE,5179.49902344
2020-07-18,SUDESTE,19260.03320313
2020-07-18,SUL,14684.78027344
2020-07-19,NORDESTE,2287.48510742
2020-07-19,NORTE,5152.06005859
2020-07-19,SUDESTE,18947.1953125
2020-07-19,SUL,13174.5859375
2020-07-20,NORDESTE,2274.24291992
2020-07-20,NORTE,5084.25
2020-07-20,SUDESTE,18694.171875
2020-07-20,SUL,11247.34863281
2020-07-21,NORDESTE,2272.54394531
2020-07-21,NORTE,4992.54296875
2020-07-21,SUDESTE,18385.13085938
2020-07-21,SUL,9591.17578125
2020-07-22,NORDESTE,2273.625
2020-07-22,NORTE,4924.89599609
2020-07-22,SUDESTE,18225.84765625
2020-07-22,SUL,8333.80664063
2020-07-23,NORDESTE,2276.03710938
2020-07-23,NORTE,4881.43505859
2020-07-23,SUDESTE,17901.48242188
2020-07-23,SUL,7428.48486328
2020-07-24,NORDESTE,2282.5559082
2020-07-24,NORTE,4792.45019531
2020-07-24,SUDESTE,17641.69726563
2020-07-24,SUL,6724.80615234
2020-07-25,NORDESTE,2292.45410156
2020-07-25,NORTE,4724.31884766
2020-07-25,SUDESTE,17451.34179688
2020-07-25,SUL,6312.32910156
2020-07-26,NORDESTE,2303.48388672
2020-07-26,NORTE,4642.95214844
2020-07-26,SUDESTE,17224.06835938
2020-07-26,SUL,6051.16015625
2020-07-27,NORDESTE,2313.98901367
2020-07-27,NORTE,4578.23291016
2020-07-27,SUDESTE,16963.8515625
2020-07-27,SUL,5710.49414063
2020-07-28,NORDESTE,2325.29003906
2020-07-28,NORTE,4496.66601563
2020-07-28,SUDESTE,16728.72851563
2020-07-28,SUL,6031.52685547
2020-07-29,NORDESTE,2325.17089844
2020-07-29,NORTE,4384.48193359
2020-07-29,SUDESTE,16610.71484375
2020-07-29,SUL,6497.19189453
2020-07-30,NORDESTE,2307.51000977
2020-07-30,NORTE,4221.79492188
2020-07-30,SUDESTE,16505.546875
2020-07-30,SUL,6852.22412109
2020-07-31,NORDESTE,2303.01806641
2020-07-31,NORTE,4059.85107422
2020-07-31,SUDESTE,16500.5
2020-07-31,SUL,6608.30810547
2020-08-01,NORDESTE,2301.2800293
2020-08-01,NORTE,4011.53198242
2020-08-01,SUDESTE,16478.29101563
2020-08-01,SUL,6038.45800781
2020-08-02,NORDESTE,2346.89111328
2020-08-02,NORTE,3881.5769043
2020-08-02,SUDESTE,16463.546875
2020-08-02,SUL,5526.39111328
2020-08-03,NORDESTE,2400.73193359
2020-08-03,NORTE,3769.94091797
2020-08-03,SUDESTE,16362.58007813
2020-08-03,SUL,5129.12207031
2020-08-04,NORDESTE,2510.81201172
2020-08-04,NORTE,3713.44604492
2020-08-04,SUDESTE,16291.53613281
2020-08-04,SUL,4923.72021484
2020-08-05,NORDESTE,2443.56591797
2020-08-05,NORTE,3702.59692383
2020-08-05,SUDESTE,16182.71875
2020-08-05,SUL,4651.97705078
2020-08-06,NORDESTE,2296.78100586
2020-08-06,NORTE,3693.83300781
2020-08-06,SUDESTE,16021.26953125
2020-08-06,SUL,4494.12109375
2020-08-07,NORDESTE,2233.2199707
2020-08-07,NORTE,3648.24609375
2020-08-07,SUDESTE,15870.80566406
2020-08-07,SUL,4245.11376953
2020-08-08,NORDESTE,2197.78588867
2020-08-08,NORTE,3587.46606445
2020-08-08,SUDESTE,15740.98632813
2020-08-08,SUL,4075.34692383
2020-08-09,NORDESTE,2168.8840332
2020-08-09,NORTE,3542.20703125
2020-08-09,SUDESTE,15691.453125
2020-08-09,SUL,3914.08203125
2020-08-10,NORDESTE,2212.29711914
2020-08-10,NORTE,3482.07006836
2020-08-10,SUDESTE,15540.9453125
2020-08-10,SUL,3783.73291016
2020-08-11,NORDESTE,2287.9140625
2020-08-11,NORTE,3416.60888672
2020-08-11,SUDESTE,15438.74804688
2020-08-11,SUL,3737.89599609
2020-08-12,NORDESTE,2370.55102539
2020-08-12,NORTE,3335.5949707
2020-08-12,SUDESTE,15161.85644531
2020-08-12,SUL,4707.14599609
2020-08-13,NORDESTE,2293.26000977
2020-08-13,NORTE,3308.55908203
2020-08-13,SUDESTE,14949.76269531
2020-08-13,SUL,5754.21777344
2020-08-14,NORDESTE,2169.77807617
2020-08-14,NORTE,3219.14599609
2020-08-14,SUDESTE,14819.94726563
2020-08-14,SUL,8166.89111328
2020-08-15,NORDESTE,2116.06591797
2020-08-15,NORTE,3136.11694336
2020-08-15,SUDESTE,14773.69433594
2020-08-15,SUL,14815.08007813
2020-08-16,NORDESTE,2086.98388672
2020-08-16,NORTE,3072.86401367
2020-08-16,SUDESTE,14936.68261719
2020-08-16,SUL,19931.31445313
2020-08-17,NORDESTE,2067.88208008
2020-08-17,NORTE,2997.03295898
2020-08-17,SUDESTE,15256.64160156
2020-08-17,SUL,19094.42773438
2020-08-18,NORDESTE,2057.39892578
2020-08-18,NORTE,2842.47802734
2020-08-18,SUDESTE,16197.67675781
2020-08-18,SUL,17832.49023438
2020-08-19,NORDESTE,2074.58007813
2020-08-19,NORTE,2664.72094727
2020-08-19,SUDESTE,17589.37109375
2020-08-19,SUL,18412.58789063
2020-08-20,NORDESTE,2124.71289063
2020-08-20,NORTE,2523.88891602
2020-08-20,SUDESTE,19254.74609375
2020-08-20,SUL,18664.69335938
2020-08-21,NORDESTE,2147.37207031
2020-08-21,NORTE,2444.59692383
2020-08-21,SUDESTE,20943.08203125
2020-08-21,SUL,17607.86328125
2020-08-22,NORDESTE,2104.17895508
2020-08-22,NORTE,2400.19189453
2020-08-22,SUDESTE,22178.81640625
2020-08-22,SUL,15672.8203125
2020-08-23,NORDESTE,2060.71606445
2020-08-23,NORTE,2346.04003906
2020-08-23,SUDESTE,22654.49804688
2020-08-23,SUL,14124.43066406
2020-08-24,NORDESTE,2120.73803711
2020-08-24,NORTE,2270.43994141
2020-08-24,SUDESTE,22461.94921875
2020-08-24,SUL,12451.98535156
2020-08-25,NORDESTE,2397.81494141
2020-08-25,NORTE,2305.47900391
2020-08-25,SUDESTE,21574.90429688
2020-08-25,SUL,11362.22558594
2020-08-26,NORDESTE,2442.27392578
2020-08-26,NORTE,2552.20898438
2020-08-26,SUDESTE,20577.77539063
2020-08-26,SUL,10399.39453125
2020-08-27,NORDESTE,2206.58105469
2020-08-27,NORTE,2638.57397461
2020-08-27,SUDESTE,19838.8203125
2020-08-27,SUL,9641.33105469
2020-08-28,NORDESTE,2040.42602539
2020-08-28,NORTE,2586.91894531
2020-08-28,SUDESTE,19254.48828125
2020-08-28,SUL,8986.39453125
2020-08-29,NORDESTE,1969.95495605
2020-08-29,NORTE,2553.68188477
2020-08-29,SUDESTE,18769.49804688
2020-08-29,SUL,8398.70019531
2020-08-30,NORDESTE,1931.96899414
2020-08-30,NORTE,2534.7109375
2020-08-30,SUDESTE,18261.93359375
2020-08-30,SUL,7829.42675781
2020-08-31,NORDESTE,1904.62805176
2020-08-31,NORTE,2528.0690918
2020-08-31,SUDESTE,17695.81640625
2020-08-31,SUL,7402.46484375
2020-09-01,NORDESTE,1888.13598633
2020-09-01,NORTE,2874.04711914
2020-09-01,SUDESTE,17204.72851563
2020-09-01,SUL,7006.07080078
2020-09-02,NORDESTE,1874.79394531
2020-09-02,NORTE,4736.8359375
2020-09-02,SUDESTE,16707.56835938
2020-09-02,SUL,6691.49414063
2020-09-03,NORDESTE,1860.45703125
2020-09-03,NORTE,5940.33984375
2020-09-03,SUDESTE,16156.59765625
2020-09-03,SUL,6228.203125
2020-09-04,NORDESTE,1851.53198242
2020-09-04,NORTE,3638.40698242
2020-09-04,SUDESTE,15670.26171875
2020-09-04,SUL,5770.56494141
2020-09-05,NORDESTE,1844.90002441
2020-09-05,NORTE,2349.23608398
2020-09-05,SUDESTE,15236.45507813
2020-09-05,SUL,5291.38916016
2020-09-06,NORDESTE,1837.10595703
2020-09-06,NORTE,2273.22998047
2020-09-06,SUDESTE,14811.22753906
2020-09-06,SUL,5120.91503906
2020-09-07,NORDESTE,1829.32202148
2020-09-07,NORTE,2227.68603516
2020-09-07,SUDESTE,14365.9609375
2020-09-07,SUL,5275.61181641
2020-09-08,NORDESTE,1822.56799316
2020-09-08,NORTE,2193.33496094
2020-09-08,SUDESTE,13967.79101563
2020-09-08,SUL,6751.33398438
2020-09-09,NORDESTE,1815.82397461
2020-09-09,NORTE,2150.47900391
2020-09-09,SUDESTE,13670.32128906
2020-09-09,SUL,7603.61181641
2020-09-10,NORDESTE,1808.52001953
2020-09-10,NORTE,2112.60888672
2020-09-10,SUDESTE,13355.04589844
2020-09-10,SUL,7345.11083984
2020-09-11,NORDESTE,1802.02099609
2020-09-11,NORTE,2087.49291992
2020-09-11,SUDESTE,13004.46191406
2020-09-11,SUL,6790.54199219
2020-09-12,NORDESTE,1796.9630127
2020-09-12,NORTE,2042.12902832
2020-09-12,SUDESTE,12847.40722656
2020-09-12,SUL,6118.52685547
2020-09-13,NORDESTE,1914.15795898
2020-09-13,NORTE,2014.21594238
2020-09-13,SUDESTE,12550.50292969
2020-09-13,SUL,5519.67089844
2020-09-14,NORDESTE,1941.00805664
2020-09-14,NORTE,1972.48901367
2020-09-14,SUDESTE,12317.03417969
2020-09-14,SUL,5108.05419922
2020-09-15,NORDESTE,1845.58605957
2020-09-15,NORTE,1925.87304688
2020-09-15,SUDESTE,12075.76855469
2020-09-15,SUL,4896.39111328
2020-09-16,NORDESTE,1783.46899414
2020-09-16,NORTE,1890.53503418
2020-09-16,SUDESTE,11868.86132813
2020-09-16,SUL,4841.45605469
2020-09-17,NORDESTE,1746.02905273
2020-09-17,NORTE,1871.39904785
2020-09-17,SUDESTE,11711.17382813
2020-09-17,SUL,5032.90185547
2020-09-18,NORDESTE,1792.76794434
2020-09-18,NORTE,1871.69396973
2020-09-18,SUDESTE,11550.77148438
2020-09-18,SUL,5007.04199219
2020-09-19,NORDESTE,1882.02404785
2020-09-19,NORTE,1914.9420166
2020-09-19,SUDESTE,11480.95214844
2020-09-19,SUL,4626.68408203
2020-09-20,NORDESTE,1803.25598145
2020-09-20,NORTE,1921.08105469
2020-09-20,SUDESTE,11404.33496094
2020-09-20,SUL,4287.45410156
2020-09-21,NORDESTE,1674.98901367
2020-09-21,NORTE,1882.99194336
2020-09-21,SUDESTE,11391.26757813
2020-09-21,SUL,4001.92700195
2020-09-22,NORDESTE,1601.85095215
2020-09-22,NORTE,1861.51196289
2020-09-22,SUDESTE,11765.09960938
2020-09-22,SUL,3801.27294922
2020-09-23,NORDESTE,1553.26293945
2020-09-23,NORTE,1843.89404297
2020-09-23,SUDESTE,11700.90136719
2020-09-23,SUL,3598.20898438
2020-09-24,NORDESTE,1511.87902832
2020-09-24,NORTE,1835.51794434
2020-09-24,SUDESTE,11787.96191406
2020-09-24,SUL,3433.92089844
2020-09-25,NORDESTE,1486.62902832
2020-09-25,NORTE,1836.09997559
2020-09-25,SUDESTE,11909.18847656
2020-09-25,SUL,3286.92895508
2020-09-26,NORDESTE,1500.86096191
2020-09-26,NORTE,1844.96398926
2020-09-26,SUDESTE,12020.02636719
2020-09-26,SUL,3196.47412109
2020-09-27,NORDESTE,1608.2010498
2020-09-27,NORTE,1838.06201172
2020-09-27,SUDESTE,12184.85742188
2020-09-27,SUL,3236.37695313
2020-09-28,NORDESTE,1606.51501465
2020-09-28,NORTE,1834.99401855
2020-09-28,SUDESTE,12186.18359375
2020-09-28,SUL,3616.48999023
2020-09-29,NORDESTE,1557.58300781
2020-09-29,NORTE,1863.89404297
2020-09-29,SUDESTE,12036.26269531
2020-09-29,SUL,4168.57177734
2020-09-30,NORDESTE,1549.76196289
2020-09-30,NORTE,1890.25598145
2020-09-30,SUDESTE,11872.24511719
2020-09-30,SUL,4296.66699219
2020-10-01,NORDESTE,1572.33300781
2020-10-01,NORTE,1888.23706055
2020-10-01,SUDESTE,11696.33789063
2020-10-01,SUL,4121.18505859
2020-10-02,NORDESTE,1694.36303711
2020-10-02,NORTE,1882.92895508
2020-10-02,SUDESTE,11648.09375
2020-10-02,SUL,3963.96411133
2020-10-03,NORDESTE,1763.75598145
2020-10-03,NORTE,1875.52001953
2020-10-03,SUDESTE,11545.74902344
2020-10-03,SUL,3845.85302734
2020-10-04,NORDESTE,1742.0880127
2020-10-04,NORTE,1860.64099121
2020-10-04,SUDESTE,11474.25488281
2020-10-04,SUL,3774.64111328
2020-10-05,NORDESTE,1733.98498535
2020-10-05,NORTE,1813.02404785
2020-10-05,SUDESTE,11325.63769531
2020-10-05,SUL,3794.38208008
2020-10-06,NORDESTE,1744.44702148
2020-10-06,NORTE,1796.64404297
2020-10-06,SUDESTE,11148.02441406
2020-10-06,SUL,3681.4699707
2020-10-07,NORDESTE,1805.86096191
2020-10-07,NORTE,1791.74902344
2020-10-07,SUDESTE,10982.96972656
2020-10-07,SUL,3507.04101563
2020-10-08,NORDESTE,1878.05603027
2020-10-08,NORTE,1801.08496094
2020-10-08,SUDESTE,10797.78613281
2020-10-08,SUL,3327.64697266
2020-10-09,NORDESTE,1901.01904297
2020-10-09,NORTE,1835.09802246
2020-10-09,SUDESTE,10839.2421875
2020-10-09,SUL,3194.91308594
2020-10-10,NORDESTE,1860.00695801
2020-10-10,NORTE,1851.95898438
2020-10-10,SUDESTE,10779.83300781
2020-10-10,SUL,3156.7109375
2020-10-11,NORDESTE,1845.45800781
2020-10-11,NORTE,1860.6739502
2020-10-11,SUDESTE,10860.60644531
2020-10-11,SUL,3103.08691406
2020-10-12,NORDESTE,1808.89404297
2020-10-12,NORTE,1868.48999023
2020-10-12,SUDESTE,10977.9453125
2020-10-12,SUL,3035.55908203
2020-10-13,NORDESTE,1745.10900879
2020-10-13,NORTE,1875.9239502
2020-10-13,SUDESTE,11029.45410156
2020-10-13,SUL,2988.1940918
2020-10-14,NORDESTE,1696.48400879
2020-10-14,NORTE,1879.77099609
2020-10-14,SUDESTE,11061.36523438
2020-10-14,SUL,2918.10302734
2020-10-15,NORDESTE,1664.07397461
2020-10-15,NORTE,1882.95703125
2020-10-15,SUDESTE,11195.00683594
2020-10-15,SUL,2853.07006836
2020-10-16,NORDESTE,1643.27197266
2020-10-16,NORTE,1874.76098633
2020-10-16,SUDESTE,11428.49511719
2020-10-16,SUL,2796.14697266
2020-10-17,NORDESTE,1631.3470459
2020-10-17,NORTE,1863.25305176
2020-10-17,SUDESTE,11638.60839844
2020-10-17,SUL,2665.00097656
2020-10-18,NORDESTE,1622.17700195
2020-10-18,NORTE,1846.20495605
2020-10-18,SUDESTE,11689.35742188
2020-10-18,SUL,2542.4699707
2020-10-19,NORDESTE,1660.12902832
2020-10-19,NORTE,1833.93896484
2020-10-19,SUDESTE,11728.13085938
2020-10-19,SUL,2393.51806641
2020-10-20,NORDESTE,1736.91699219
2020-10-20,NORTE,1817.43896484
2020-10-20,SUDESTE,11852.81152344
2020-10-20,SUL,2287.66088867
2020-10-21,NORDESTE,1833.33300781
2020-10-21,NORTE,1805.49804688
2020-10-21,SUDESTE,12039.91894531
2020-10-21,SUL,2187.41210938
2020-10-22,NORDESTE,1915.69995117
2020-10-22,NORTE,1795.48706055
2020-10-22,SUDESTE,12373.93359375
2020-10-22,SUL,2088.85498047
2020-10-23,NORDESTE,1996.79101563
2020-10-23,NORTE,1791.78796387
2020-10-23,SUDESTE,12822.76757813
2020-10-23,SUL,2016.85803223
2020-10-24,NORDESTE,1944.8380127
2020-10-24,NORTE,1780.94995117
2020-10-24,SUDESTE,13480.63476563
2020-10-24,SUL,1955.65698242
2020-10-25,NORDESTE,1801.77600098
2020-10-25,NORTE,1777.61401367
2020-10-25,SUDESTE,14211.60351563
2020-10-25,SUL,1946.49194336
2020-10-26,NORDESTE,1747.73095703
2020-10-26,NORTE,1776.11499023
2020-10-26,SUDESTE,15141.29492188
2020-10-26,SUL,1954.89196777
2020-10-27,NORDESTE,1773.53601074
2020-10-27,NORTE,1792.26696777
2020-10-27,SUDESTE,15627.93652344
2020-10-27,SUL,1921.93701172
2020-10-28,NORDESTE,1910.91101074
2020-10-28,NORTE,1823.01196289
2020-10-28,SUDESTE,15961.71777344
2020-10-28,SUL,1884.31896973
2020-10-29,NORDESTE,1972.7010498
2020-10-29,NORTE,1883.63793945
2020-10-29,SUDESTE,16188.87988281
2020-10-29,SUL,1835.7130127
2020-10-30,NORDESTE,2078.10400391
2020-10-30,NORTE,1968.17700195
2020-10-30,SUDESTE,16873.96289063
2020-10-30,SUL,1820.63793945
2020-10-31,NORDESTE,2348.48999023
2020-10-31,NORTE,2095.07910156
2020-10-31,SUDESTE,17074.59765625
2020-10-31,SUL,1818.42004395
2020-11-01,NORDESTE,2554.9440918
2020-11-01,NORTE,2228.98510742
2020-11-01,SUDESTE,18315.08203125
2020-11-01,SUL,1785.45202637
2020-11-02,NORDESTE,2705.01391602
2020-11-02,NORTE,2383.90307617
2020-11-02,SUDESTE,18863.91601563
2020-11-02,SUL,1731.45996094
2020-11-03,NORDESTE,2802.75610352
2020-11-03,NORTE,2575.97802734
2020-11-03,SUDESTE,18648.51367188
2020-11-03,SUL,1682.02001953
2020-11-04,NORDESTE,2980.72705078
2020-11-04,NORTE,2844.55908203
2020-11-04,SUDESTE,18237.83203125
2020-11-04,SUL,1641.85998535
2020-11-05,NORDESTE,3193.11791992
2020-11-05,NORTE,3134.84594727
2020-11-05,SUDESTE,17917.48632813
2020-11-05,SUL,1617.26794434
2020-11-06,NORDESTE,3483.86889648
2020-11-06,NORTE,3374.44091797
2020-11-06,SUDESTE,17453.59179688
2020-11-06,SUL,1604.14904785
2020-11-07,NORDESTE,4463.09716797
2020-11-07,NORTE,3525.10888672
2020-11-07,SUDESTE,16949.06445313
2020-11-07,SUL,1575.8380127
2020-11-08,NORDESTE,5473.58398438
2020-11-08,NORTE,3652.62695313
2020-11-08,SUDESTE,16485.28125
2020-11-08,SUL,1538.96496582
2020-11-09,NORDESTE,5504.16601563
2020-11-09,NORTE,3741.35595703
2020-11-09,SUDESTE,16136.72460938
2020-11-09,SUL,1509.64794922
2020-11-10,NORDESTE,5042.46289063
2020-11-10,NORTE,3791.15307617
2020-11-10,SUDESTE,15967.67773438
2020-11-10,SUL,1511.66296387
2020-11-11,NORDESTE,4624.28710938
2020-11-11,NORTE,3810.02587891
2020-11-11,SUDESTE,16023.26757813
2020-11-11,SUL,1601.76599121
2020-11-12,NORDESTE,4521.98876953
2020-11-12,NORTE,3799.84399414
2020-11-12,SUDESTE,16205.73730469
2020-11-12,SUL,1832.95300293
2020-11-13,NORDESTE,4866.02392578
2020-11-13,NORTE,3750.70092773
2020-11-13,SUDESTE,16663.90039063
2020-11-13,SUL,2001.13195801
2020-11-14,NORDESTE,5194.22998047
2020-11-14,NORTE,3683.4050293
2020-11-14,SUDESTE,17059.97265625
2020-11-14,SUL,2058.15698242
2020-11-15,NORDESTE,5468.58203125
2020-11-15,NORTE,3612.78588867
2020-11-15,SUDESTE,17472.89453125
2020-11-15,SUL,2060.875
2020-11-16,NORDESTE,5489.61279297
2020-11-16,NORTE,3579.59204102
2020-11-16,SUDESTE,17918.57226563
2020-11-16,SUL,2070.83300781
2020-11-17,NORDESTE,5472.93310547
2020-11-17,NORTE,3638.63305664
2020-11-17,SUDESTE,18837.0234375
2020-11-17,SUL,2209.85888672
2020-11-18,NORDESTE,5551.34082031
2020-11-18,NORTE,3732.81396484
2020-11-18,SUDESTE,19681.06835938
2020-11-18,SUL,2321.38110352
2020-11-19,NORDESTE,5476.81591797
2020-11-19,NORTE,3875.61889648
2020-11-19,SUDESTE,20591.97851563
2020-11-19,SUL,2343.04003906
