data,NORDESTE,NORTE,SUDESTE,SUL
2022-05-07,95.5941,99.626,65.6617,75.1785
2022-05-08,95.5498,99.4773,65.7158,76.2406
2022-05-09,95.4793,99.1773,65.7091,76.6989
2022-05-10,95.4551,99.1256,65.7033,76.9718
2022-05-11,95.4356,99.1563,65.7124,77.2694
2022-05-12,95.3929,99.4509,65.7075,77.6585
2022-05-13,95.4122,99.5571,65.6959,77.6966
2022-05-14,95.4253,99.5251,65.7189,78.374
2022-05-15,95.4224,99.5304,65.7223,78.7807
2022-05-16,95.4039,99.294,65.7206,79.0702
2022-05-17,95.3966,99.2569,65.6968,79.3565
2022-05-18,95.3137,99.3511,65.675,79.6288
2022-05-19,95.2203,99.4681,65.6757,79.9172
2022-05-20,95.1716,99.3155,65.6849,80.3163
2022-05-21,95.1208,99.2516,65.6418,80.6046
2022-05-22,95.0734,99.5674,65.6039,80.7853
2022-05-23,95.0398,99.5409,65.6284,80.7703
2022-05-24,94.9254,99.5249,65.6028,80.5237
2022-05-25,94.8381,99.5249,65.5759,80.1801
2022-05-26,94.8668,99.5515,65.5382,80.343
2022-05-27,94.9117,99.5249,65.5004,80.3618
2022-05-28,94.7441,99.2038,65.4701,80.432
2022-05-29,94.5331,99.1415,65.4336,83.7155
2022-05-30,94.3681,99.0104,65.4512,85.4412
2022-05-31,94.2752,98.8472,65.4252,86.3965
2022-06-01,94.1784,98.9677,65.3985,87.4259
2022-06-02,94.0657,98.9837,65.3099,87.4371
2022-06-03,93.9617,98.9097,65.2301,87.8234
2022-06-04,93.8909,99.1952,65.2088,88.3132
2022-06-05,93.7633,99.583,65.1789,88.9321
2022-06-06,93.7297,99.6305,65.1377,89.7645
2022-06-07,93.5873,99.3951,65.1062,90.2262
2022-06-08,93.5587,98.9932,65.0569,91.1333
2022-06-09,93.5309,98.8893,64.9645,91.4551
2022-06-10,93.4888,98.9201,64.9263,91.8327
2022-06-11,93.4394,98.7624,64.8618,92.138
2022-06-12,93.3279,98.8883,64.8302,92.3109
2022-06-13,93.2594,99.0044,64.8064,92.4424
2022-06-14,93.1471,99.1133,64.7644,92.569
2022-06-15,93.0182,99.1465,64.7166,92.4782
2022-06-16,92.8757,99.0095,64.6585,92.5523
2022-06-17,92.7158,98.7629,64.6178,93.2587
2022-06-18,92.5839,98.6158,64.5471,93.2209
2022-06-19,92.4389,98.6834,64.4762,93.2982
2022-06-20,92.3238,98.7245,64.4275,93.6768
2022-06-21,92.2854,98.7444,64.3943,93.7643
2022-06-22,92.2274,98.6053,64.3294,94.7068
2022-06-23,92.1729,98.3006,64.2841,95.5247
2022-06-24,92.0462,98.2013,64.2201,95.6533
2022-06-25,91.9525,98.0491,64.1725,95.0737
2022-06-26,91.8461,97.9749,64.1098,95.5732
2022-06-27,91.7327,97.8757,64.0662,95.5256
2022-06-28,91.6255,97.5332,63.9952,95.4781
2022-06-29,91.4574,96.8529,63.9458,95.4458
2022-06-30,91.2967,96.3172,63.8824,95.2744
2022-07-01,91.1404,96.1379,63.8325,95.3015
2022-07-02,90.9968,96.1299,63.7623,95.3149
2022-07-03,90.8819,96.1746,63.7078,95.3708
2022-07-04,90.7353,95.9427,63.645,95.3045
2022-07-05,90.6256,95.699,63.5703,95.083
2022-07-06,90.4422,95.3897,63.4965,94.6919
2022-07-07,90.2084,94.9951,63.4209,94.3296
2022-07-08,90.0077,94.7388,63.3499,93.8365
2022-07-09,89.8662,94.5393,63.271,93.4476
2022-07-10,89.7383,94.37,63.1975,93.0317
2022-07-11,89.4176,94.0813,63.1217,92.2592
2022-07-12,89.1013,93.6485,63.0435,91.8398
2022-07-13,88.7039,93.3144,62.9665,91.1196
2022-07-14,88.3379,92.9427,62.8945,90.5892
2022-07-15,87.9928,92.5229,62.8127,90.2916
2022-07-16,87.7207,92.0382,62.7389,90.1419
2022-07-17,87.4692,91.8489,62.6676,90.2169
2022-07-18,87.1836,91.5488,62.5898,89.9753
2022-07-19,86.8835,91.3676,62.5099,89.5281
2022-07-20,86.4683,91.1786,62.4354,89.0354
2022-07-21,86.0674,90.8348,62.3511,88.4213
2022-07-22,85.7502,90.4561,62.2621,87.6161
2022-07-23,85.5182,90.2832,62.1766,87.0653
2022-07-24,85.3196,90.2001,62.091,86.8567
2022-07-25,85.0576,90.1156,62.008,86.4127
2022-07-26,84.737,89.9829,61.9078,85.505
2022-07-27,84.4035,89.6818,61.8187,84.5243
2022-07-28,83.9794,89.5366,61.7123,83.6239
2022-07-29,83.5348,89.4611,61.6242,82.7888
2022-07-30,83.057,89.3508,61.5326,81.775
2022-07-31,82.632,89.2744,61.4405,81.489
2022-08-01,82.2336,89.1724,61.3392,80.9385
2022-08-02,81.7826,88.983,61.2385,79.9926
2022-08-03,81.4852,88.7979,61.1274,78.9771
2022-08-04,81.1683,88.6791,61.0082,77.95
2022-08-05,80.8166,88.538,60.9074,77.0462
2022-08-06,80.3956,88.4221,60.8018,76.7011
2022-08-07,80.0106,88.3214,60.7107,76.8209
2022-08-08,79.6076,88.2474,60.632,76.3735
2022-08-09,79.2051,88.0397,60.5303,75.8979
2022-08-10,78.7632,87.8687,60.4534,76.6968
2022-08-11,78.3126,87.7733,60.3604,77.9988
2022-08-12,78.0083,87.6922,60.2491,78.6689
2022-08-13,77.7511,87.6125,60.1455,79.3416
2022-08-14,77.4866,87.5465,60.0625,79.9928
2022-08-15,77.2705,87.4605,59.9522,80.0752
2022-08-16,77.1018,87.368,59.8324,80.1212
2022-08-17,76.8795,87.2691,59.7283,80.1778
2022-08-18,76.6086,87.1624,59.6153,81.8222
2022-08-19,76.3516,87.0448,59.5148,83.035
2022-08-20,76.0847,86.9545,59.41,84.0386
2022-08-21,75.8937,86.8771,59.3159,84.8903
2022-08-22,75.5806,86.7316,59.2223,85.2209
2022-08-23,75.3301,86.6141,59.0729,85.2997
2022-08-24,75.0098,86.4484,58.9116,85.1182
2022-08-25,74.7224,86.2734,58.7403,84.9102
2022-08-26,74.3725,86.1538,58.5714,84.5392
2022-08-27,74.0375,85.991,58.4128,85.5882
2022-08-28,73.8157,85.8528,58.2729,85.5714
2022-08-29,73.5741,85.6569,58.1295,85.0812
2022-08-30,73.3309,85.4453,58.0012,84.5077
2022-08-31,73.0637,85.2766,57.8678,83.8044
2022-09-01,72.8077,85.1753,57.6929,83.1142
2022-09-02,72.5206,84.9763,57.5147,82.755
2022-09-03,72.2846,84.8461,57.3842,82.4303
2022-09-04,72.0486,84.7497,57.2592,82.3487
2022-09-05,71.8116,84.6199,57.077,81.7881
2022-09-06,71.5735,84.4757,56.8906,81.361
2022-09-07,71.3425,84.29,56.716,81.0977
2022-09-08,71.082,84.1254,56.5805,80.3763
2022-09-09,70.8702,83.6294,56.3729,79.3546
2022-09-10,70.7188,83.321,56.212,78.6477
2022-09-11,70.536,83.0865,56.0812,78.1844
2022-09-12,70.2739,82.77,55.8993,77.6225
2022-09-13,69.997,82.2805,55.7067,77.2133
2022-09-14,69.7277,81.3771,55.4945,76.5588
2022-09-15,69.4936,80.6098,55.3104,75.7932
2022-09-16,69.2823,80.0492,55.1603,75.289
2022-09-17,69.0961,79.7763,54.9725,75.3246
2022-09-18,68.9257,79.637,54.8764,75.3677
2022-09-19,68.6886,79.1785,54.6196,74.903
2022-09-20,68.4161,78.7011,54.4024,74.2072
2022-09-21,68.1268,78.1855,54.2198,73.3376
2022-09-22,67.8036,77.6065,54.0422,72.3793
2022-09-23,67.619,77.3306,53.9029,71.4671
2022-09-24,67.4111,77.1236,53.74,70.9399
2022-09-25,67.2795,77.0992,53.6503,70.7807
2022-09-26,67.0634,76.9869,53.5422,70.1053
2022-09-27,66.912,76.8627,53.4155,69.1421
2022-09-28,66.7525,76.3498,53.369,68.5491
2022-09-29,66.4948,75.818,53.2743,68.0564
2022-09-30,66.293,75.5297,53.2058,67.8727
2022-10-01,66.0923,75.4422,53.2606,67.9227
2022-10-02,65.9277,75.4304,53.2263,67.8838
2022-10-03,65.7773,74.9156,53.1099,67.5421
2022-10-04,65.5619,73.982,52.9626,67.2987
2022-10-05,65.386,73.4296,52.8393,67.1653
2022-10-06,65.1504,72.5776,52.7121,67.4717
2022-10-07,64.9428,71.4327,52.5683,67.9302
2022-10-08,64.7462,70.9471,52.4651,68.2678
2022-10-09,64.5477,70.8317,52.4275,68.7367
2022-10-10,64.378,70.4793,52.3263,70.127
2022-10-11,64.1888,70.1966,52.1863,77.1101
2022-10-12,63.9693,70.0149,52.1062,82.5662
2022-10-13,63.7918,69.301,51.9763,83.1941
2022-10-14,63.6027,68.6359,51.8594,83.7043
2022-10-15,63.4297,68.4624,51.7916,84.23
2022-10-16,63.2605,68.3515,51.6962,84.8657
2022-10-17,63.1507,67.9342,51.5843,84.9389
2022-10-18,62.9711,67.2606,51.477,85.1418
2022-10-19,62.762,66.4244,51.3747,85.1634
2022-10-20,62.5794,65.3881,51.2184,85.4466
2022-10-21,62.3748,64.3616,51.085,85.7115
2022-10-22,62.2089,63.9429,51.0393,86.0111
2022-10-23,62.03,63.718,50.9445,86.15
2022-10-24,61.8192,63.0862,50.8598,85.8063
2022-10-25,61.5695,62.4645,50.7512,85.5235
2022-10-26,61.2687,61.5149,50.6356,85.1281
2022-10-27,61.0829,60.6159,50.5243,84.8495
2022-10-28,60.8968,59.9542,50.4332,84.3369
2022-10-29,60.7332,59.3192,50.3303,84.2926
2022-10-30,60.5854,58.9151,50.267,84.6175
2022-10-31,60.3238,57.6384,50.1572,84.4033
2022-11-01,60.105,56.5664,50.1096,84.2588
2022-11-02,60.0684,56.4143,50.3061,84.4975
2022-11-03,60.2193,56.2495,50.4146,84.2582
2022-11-04,60.4739,56.168,50.4559,83.7608
2022-11-05,60.6589,56.0242,50.458,83.5052
2022-11-06,60.7908,56.0848,50.4512,83.6262
2022-11-07,60.8053,56.1725,50.4386,83.3671
2022-11-08,60.6971,56.2466,50.3758,82.5907
2022-11-09,60.495,56.3314,50.353,81.6697
2022-11-10,60.2489,56.3447,50.2752,80.6573
2022-11-11,60.1316,56.146,50.1871,79.653
2022-11-12,60.0761,56.0682,50.1669,79.0864
2022-11-13,60.0622,56.1054,50.2101,78.9726
2022-11-14,60.0744,55.7594,50.1636,78.4137
2022-11-15,60.0613,55.463,50.1916,77.905
2022-11-16,60.0284,55.1739,50.2457,76.8699
2022-11-17,59.986,54.9586,50.2558,75.9422
2022-11-18,59.8503,54.5239,50.2121,74.6727
2022-11-19,59.8883,54.0976,50.1602,74.09
2022-11-20,59.8719,53.8444,50.1299,73.7351
2022-11-21,59.7815,53.405,50.0545,72.9449
2022-11-22,59.6409,52.9236,49.9747,71.9701
2022-11-23,59.529,52.4805,49.8975,70.7628
2022-11-24,59.3922,52.0337,49.9152,69.9878
2022-11-25,59.2122,51.8041,49.9139,69.1012
2022-11-26,59.0878,51.7274,50.0112,68.4362
2022-11-27,58.9689,51.6728,50.1672,68.1619
2022-11-28,58.9077,51.531,50.2656,68.146
2022-11-29,58.692,51.4524,50.3361,68.1151
2022-11-30,58.4761,51.5107,50.4745,67.974
2022-12-01,58.4429,51.653,50.6309,67.712
2022-12-02,58.468,51.8491,50.7131,67.4893
2022-12-03,58.4893,52.4252,50.8322,68.1365
2022-12-04,58.633,53.3194,51.002,68.7639
2022-12-05,58.7484,54.2315,51.1697,69.7396
2022-12-06,58.883,54.8227,51.3839,70.1686
2022-12-07,58.9954,55.0695,51.5765,70.608
2022-12-08,59.1168,55.1705,51.6494,70.7427
2022-12-09,59.2786,55.2232,51.7012,70.7253
2022-12-10,59.4971,55.5113,51.8666,70.6565
2022-12-11,59.6635,56.1104,52.0722,70.8353
2022-12-12,59.8143,55.9636,52.1383,70.303
2022-12-13,59.9321,55.5415,52.1652,70.0075
2022-12-14,59.9749,55.3651,52.2412,69.6232
2022-12-15,60.0498,55.3268,52.3927,69.3628
2022-12-16,60.1099,55.2757,52.5843,69.1561
2022-12-17,60.324,55.314,52.9213,69.0456
2022-12-18,60.6093,55.3259,53.358,69.179
2022-12-19,60.7937,55.3399,53.7523,69.3825
2022-12-20,60.9876,55.3769,54.0713,69.6447
2022-12-21,61.1813,55.4428,54.3751,69.7982
2022-12-22,61.5692,55.4489,54.7134,69.8295
2022-12-23,62.0976,55.4317,54.9573,69.6914
2022-12-24,62.6705,55.6161,55.1973,69.7346
2022-12-25,63.2133,56.244,55.5456,69.8707
2022-12-26,63.8181,56.9049,55.9046,69.9173
2022-12-27,64.3762,57.253,56.4095,70.1967
2022-12-28,64.9304,57.7276,56.8291,70.5838
2022-12-29,65.5375,58.2729,57.1782,70.6725
2022-12-30,66.1893,59.3007,57.508,70.7954
2022-12-31,66.9534,60.5775,57.8264,70.958
2023-01-01,67.693,62.0102,58.043,71.0226
2023-01-02,68.4096,63.2848,58.2872,70.8792
2023-01-03,69.1378,64.3543,58.5385,70.8224
2023-01-04,69.8828,65.3524,58.8488,70.8967
2023-01-05,70.5709,66.4622,59.1898,71.0629
2023-01-06,71.3407,67.8319,59.5191,71.0247
2023-01-07,72.1557,69.4706,60.0467,71.0304
2023-01-08,73.0339,71.131,60.5512,71.0771
2023-01-09,73.6609,72.5485,60.8974,70.8558
2023-01-10,74.0602,74.1789,61.3269,70.5953
2023-01-11,74.3075,75.4783,61.5957,70.3258
2023-01-12,74.5421,76.7453,61.8969,70.1122
2023-01-13,74.6299,78.1963,62.1615,69.9723
2023-01-14,74.5974,79.9111,62.489,70.0158
2023-01-15,74.5907,81.6232,62.7969,70.1573
2023-01-16,74.4837,83.2155,63.0144,70.5009
2023-01-17,74.3763,84.6893,63.1618,71.1302
2023-01-18,74.2547,85.5448,63.2857,71.5853
2023-01-19,74.2048,85.8367,63.3694,72.1652
2023-01-20,74.3035,86.3625,63.652,72.5397
2023-01-21,74.3518,86.7685,63.8313,72.8939
2023-01-22,74.4251,87.1231,64.0146,73.2618
2023-01-23,74.529,87.2973,64.2154,73.4101
2023-01-24,74.7253,87.6072,64.4659,73.7226
2023-01-25,74.8711,87.952,64.6444,74.004
2023-01-26,75.0198,88.1099,64.8279,74.084
2023-01-27,75.1858,88.3763,65.0585,74.1643
2023-01-28,75.3263,88.9008,65.401,74.2022
2023-01-29,75.4495,89.6024,65.7802,74.342
2023-01-30,75.5553,90.232,66.0526,74.5843
2023-01-31,75.6458,90.7466,66.2858,74.7453
2023-02-01,75.7433,91.3114,66.5417,74.7504
2023-02-02,75.7519,91.6842,66.7944,74.7991
2023-02-03,75.9155,91.9191,67.0224,74.8608
2023-02-04,76.1482,92.1462,67.2127,75.1583
2023-02-05,76.4427,92.3862,67.4075,75.3438
2023-02-06,76.7591,92.3687,67.5759,75.3091
2023-02-07,77.0796,92.5565,67.8094,75.304
2023-02-08,77.3491,92.7396,67.9969,75.1354
2023-02-09,77.707,92.9659,68.2121,74.6816
2023-02-10,78.0841,93.1704,68.4218,74.2581
2023-02-11,78.5629,93.4682,68.6596,74.209
2023-02-12,79.0646,93.7817,68.9434,74.3153
2023-02-13,79.5865,94.0972,69.1871,74.0416
2023-02-14,80.0585,94.201,69.3522,73.5048
2023-02-15,80.4995,94.0229,69.4716,73.1185
2023-02-16,81.0538,93.6195,69.5979,72.8909
2023-02-17,81.5473,93.2646,69.7418,72.4873
2023-02-18,82.0898,93.3054,69.9604,72.5332
2023-02-19,82.5648,93.7938,70.4296,72.6499
2023-02-20,83.0891,94.2723,70.6872,72.6878
2023-02-21,83.4545,95.0207,71.0135,73.346
2023-02-22,83.831,95.538,71.3245,73.1487
2023-02-23,84.1237,96.0794,71.6167,72.889
2023-02-24,84.3217,96.2741,71.8195,72.9301
2023-02-25,84.5482,96.5354,71.9926,72.6805
2023-02-26,84.8053,96.9548,72.0975,72.6734
2023-02-27,85.0895,97.4049,72.2773,72.4832
2023-02-28,85.2919,97.9726,72.441,72.1221
2023-03-01,85.5648,98.8622,72.5717,71.7699
2023-03-02,85.8385,99.2202,72.7129,71.3489
2023-03-03,86.0682,99.1712,72.8517,70.9135
2023-03-04,86.2309,99.4633,73.0082,70.7953
2023-03-05,86.4579,99.3637,73.1716,70.9416
2023-03-06,86.6837,99.3369,73.3205,71.0726
2023-03-07,86.8575,99.474,73.471,71.0204
2023-03-08,87.0017,99.1236,73.7435,70.7178
2023-03-09,87.1663,98.6912,73.9542,70.7019
2023-03-10,87.2479,98.4218,74.1982,70.5099
2023-03-11,87.383,98.5262,74.4986,70.5023
2023-03-12,87.5773,98.9951,74.7995,70.4899
2023-03-13,87.7764,99.4012,75.1077,70.1941
2023-03-14,87.9848,99.2281,75.3731,69.7632
2023-03-15,88.1275,99.2486,75.5867,69.4518
2023-03-16,88.3394,99.0619,75.9159,69.148
2023-03-17,88.5458,99.4559,76.1974,68.8913
2023-03-18,88.7737,99.1117,76.3567,68.679
2023-03-19,88.9881,99.4957,76.5944,68.4733
2023-03-20,89.395,99.5164,76.8213,68.2233
2023-03-21,89.7997,99.5372,77.0261,67.9262
2023-03-22,90.2271,99.3155,77.2614,67.8051
2023-03-23,90.5577,99.2728,77.5024,67.8542
2023-03-24,90.7898,98.968,77.6904,67.8017
2023-03-25,90.9385,98.8329,77.855,67.7903
2023-03-26,91.0915,98.7853,78.0017,68.1534
2023-03-27,91.1735,98.5371,78.1246,68.2788
2023-03-28,91.1806,98.5374,78.2105,68.1944
2023-03-29,91.1907,98.4052,78.3434,68.1708
2023-03-30,91.1977,98.4262,78.4952,68.3319
2023-03-31,91.2092,98.4956,78.67,68.4655
2023-04-01,91.2087,98.5496,78.773,68.5987
2023-04-02,91.2003,98.512,78.9181,68.6566
2023-04-03,91.2117,98.1817,79.0606,68.4473
2023-04-04,91.1393,98.3583,79.1933,68.2645
2023-04-05,91.0594,98.6322,79.3318,67.943
2023-04-06,91.0171,98.7677,79.4448,67.8009
2023-04-07,91.0792,99.2518,79.6009,68.2126
2023-04-08,91.0578,99.2571,79.7954,68.6599
2023-04-09,91.0715,99.383,80.0814,68.9689
2023-04-10,91.1044,99.1932,80.3395,68.9854
2023-04-11,91.1245,98.9677,80.5704,69.011
2023-04-12,91.1152,98.7689,80.7107,69.0008
2023-04-13,91.1081,98.9253,80.8619,68.9583
2023-04-14,91.0235,98.9574,81.043,68.8242
2023-04-15,91.0566,99.0886,81.1922,68.8546
2023-04-16,91.0768,99.2004,81.3247,68.9259
2023-04-17,91.0777,99.2219,81.4298,69.3056
2023-04-18,91.0947,99.0425,81.605,69.836
2023-04-19,91.1113,99.0527,81.7069,70.081
2023-04-20,91.1157,98.9412,81.782,70.0864
2023-04-21,91.1189,99.0157,81.9625,70.1076
2023-04-22,91.0456,99.0938,82.0774,70.1145
2023-04-23,91.0614,99.316,82.2038,70.0106
2023-04-24,91.0755,99.0991,82.2441,69.8656
2023-04-25,91.0942,98.8206,82.2828,69.6389
2023-04-26,91.1128,98.6006,82.3604,69.4693
2023-04-27,91.1283,98.4946,82.4489,69.1306
2023-04-28,91.1399,98.4704,82.4593,68.8454
2023-04-29,91.0757,98.6593,82.5011,68.8979
2023-04-30,91.017,99.1152,82.6006,68.8263
2023-05-01,90.96,99.3777,82.6843,68.7458
2023-05-02,90.8544,99.015,82.7407,68.5335
2023-05-03,90.7466,98.99,82.7762,68.7095
2023-05-04,90.7092,99.297,82.7956,69.6329
2023-05-05,90.675,99.2412,82.8135,70.7389
2023-05-06,90.6607,99.3474,82.8477,72.0692
2023-05-07,90.6282,99.3726,82.9064,73.1816
2023-05-08,90.6284,99.1129,82.884,74.1284
2023-05-09,90.5893,98.7139,82.8709,74.7911
2023-05-10,90.5801,98.6992,82.9102,75.1622
2023-05-11,90.5293,98.8175,82.9477,75.2811
2023-05-12,90.4714,98.7565,82.983,75.3057
2023-05-13,90.4853,98.5219,82.9993,75.2599
2023-05-14,90.4781,98.8268,83.0422,75.3718
2023-05-15,90.4361,98.9916,83.023,75.3574
2023-05-16,90.3994,98.9327,82.9987,75.222
2023-05-17,90.298,98.8606,83.0131,75.0145
2023-05-18,90.1813,98.8501,83.0215,74.7633
2023-05-19,90.078,98.8161,83.0421,74.4416
2023-05-20,89.9723,98.6315,83.0585,74.3922
2023-05-21,89.8586,98.6457,83.0796,74.434
2023-05-22,89.7194,98.4017,83.0799,74.2806
2023-05-23,89.5644,98.3053,83.0789,74.0601
2023-05-24,89.5147,98.1096,83.0728,73.7475
2023-05-25,89.4802,98.1078,83.0653,73.427
2023-05-26,89.5,98.2263,83.0697,73.1019
2023-05-27,89.5178,98.2215,83.0776,73.2277
2023-05-28,89.4874,98.2209,83.0799,73.3168
2023-05-29,89.3834,97.976,83.0956,73.1835
2023-05-30,89.3145,98.0157,83.1074,72.9098
2023-05-31,89.1372,97.7246,83.1651,72.5361
2023-06-01,88.9764,97.6152,83.183,72.0926
2023-06-02,88.8821,97.6411,83.2011,71.8685
2023-06-03,88.7877,97.9446,83.2187,71.9219
2023-06-04,88.7058,98.2169,83.2246,71.9538
2023-06-05,88.5553,98.2614,83.2104,71.7049
2023-06-06,88.3825,98.2514,83.1952,71.4423
2023-06-07,88.2069,98.4319,83.1562,71.2324
2023-06-08,88.0912,98.6241,83.1379,71.193
2023-06-09,87.9052,98.7254,83.1157,71.1139
2023-06-10,87.7307,98.876,83.0611,70.9961
2023-06-11,87.5371,98.9158,83.0173,71.0962
2023-06-12,87.352,98.8578,82.9717,71.0162
2023-06-13,87.1993,98.808,82.943,70.8747
2023-06-14,87.112,98.818,82.924,70.8307
2023-06-15,86.9567,98.8413,82.9114,71.4419
2023-06-16,86.8387,98.8529,82.8881,72.9232
2023-06-17,86.7541,98.9359,82.8753,74.1404
2023-06-18,86.6526,99.0719,82.8391,75.1671
2023-06-19,86.4943,99.1932,82.8151,75.841
2023-06-20,86.3401,99.2611,82.7674,76.2285
2023-06-21,86.1605,99.3111,82.7247,76.5443
2023-06-22,85.9785,99.331,82.68,76.9789
2023-06-23,85.813,99.2864,82.6353,79.7229
2023-06-24,85.6385,99.2915,82.5894,82.2641
2023-06-25,85.4659,99.2514,82.5294,82.7486
2023-06-26,85.3058,99.0394,82.4895,82.794
2023-06-27,85.122,98.8339,82.4284,82.8721
2023-06-28,84.9322,98.6394,82.3418,82.8646
2023-06-29,84.7577,98.4641,82.276,82.532
2023-06-30,84.5915,98.2553,82.2053,82.0257
2023-07-01,84.4188,97.9641,82.1586,82.046
2023-07-02,84.2407,97.627,82.1126,82.053
2023-07-03,84.1264,97.313,82.0663,81.6848
2023-07-04,83.972,97.1478,82.0025,81.5779
2023-07-05,83.8302,97.0091,81.931,81.4812
2023-07-06,83.6682,96.8953,81.858,80.8814
2023-07-07,83.5072,96.5882,81.7772,79.9094
2023-07-08,83.3461,96.3951,81.6982,80.9796
2023-07-09,83.1077,96.1973,81.6325,82.3874
2023-07-10,82.8946,96.0077,81.5754,82.4767
2023-07-11,82.682,95.8249,81.4954,83.3298
2023-07-12,82.4712,95.6355,81.4195,86.7316
2023-07-13,82.3128,95.3228,81.3402,88.4606
2023-07-14,82.1512,95.1352,81.2566,89.2265
2023-07-15,81.9735,95.1038,81.1818,89.7545
2023-07-16,81.8216,95.0216,81.097,90.0404
2023-07-17,81.6584,94.8556,81.0086,90.1211
2023-07-18,81.4277,94.5895,80.9276,90.4249
2023-07-19,81.2696,94.4319,80.8374,90.6034
2023-07-20,81.1037,94.3613,80.7536,90.924
2023-07-21,80.9525,94.2645,80.6704,91.0672
2023-07-22,80.7874,94.1087,80.5843,91.3783
2023-07-23,80.6296,94.0168,80.5006,91.4909
2023-07-24,80.4765,93.8627,80.4242,91.127
2023-07-25,80.3382,93.7235,80.3487,90.8359
2023-07-26,80.1886,93.5303,80.267,90.5765
2023-07-27,80.0055,93.1996,80.1824,90.172
2023-07-28,79.8127,92.7939,80.0957,89.9004
2023-07-29,79.6671,92.4539,79.9993,89.6613
2023-07-30,79.5175,92.253,79.9181,89.6684
2023-07-31,79.334,91.9395,79.8273,89.3569
2023-08-01,79.1478,91.4942,79.7362,88.8408
2023-08-02,78.963,91.2694,79.6461,88.2701
2023-08-03,78.68,91.0297,79.537,87.5834
2023-08-04,78.4931,90.8234,79.4433,86.8053
2023-08-05,78.3114,90.6086,79.3339,86.592
2023-08-06,78.1959,90.5435,79.2275,86.3641
2023-08-07,78.0135,90.3423,79.1661,85.4938
2023-08-08,77.7989,90.0009,79.0815,84.3729
2023-08-09,77.5249,89.6452,79.0144,83.5658
2023-08-10,77.2663,89.2703,78.9336,82.8626
2023-08-11,77.0699,89.0188,78.8264,82.978
2023-08-12,76.9361,88.774,78.7411,84.4473
2023-08-13,76.8016,88.6833,78.6553,85.9493
2023-08-14,76.5984,88.5326,78.556,86.8176
2023-08-15,76.3828,88.2204,78.4581,87.0161
2023-08-16,76.2689,87.8162,78.353,86.8021
2023-08-17,76.1513,87.393,78.2398,86.2118
2023-08-18,76.0331,86.9896,78.1182,85.3703
2023-08-19,75.916,86.5223,78.0013,85.1588
2023-08-20,75.8166,86.1424,77.8838,85.2707
2023-08-21,75.6266,85.6936,77.6964,84.8449
2023-08-22,75.4365,85.2631,77.4774,84.0587
2023-08-23,75.2361,84.7882,77.2551,83.1728
2023-08-24,75.0127,84.3652,77.0443,82.0723
2023-08-25,74.7899,83.9617,76.8292,81.0889
2023-08-26,74.568,83.562,76.6343,80.3145
2023-08-27,74.3245,83.2059,76.4893,79.8347
2023-08-28,74.1455,82.8796,76.3461,78.7911
2023-08-29,73.963,82.5933,76.188,77.8094
2023-08-30,73.7314,82.3001,76.0061,76.7886
2023-08-31,73.4722,82.1195,75.9002,75.6862
2023-09-01,73.2598,81.8681,75.7958,75.0518
2023-09-02,73.0247,81.6615,75.7462,75.0823
2023-09-03,72.7892,81.421,75.7032,76.2093
2023-09-04,72.546,81.1636,75.5931,83.8229
2023-09-05,72.2571,80.9244,75.5209,86.9963
2023-09-06,72.0603,80.6659,75.4176,88.332
2023-09-07,71.8691,80.5841,75.3219,88.6579
2023-09-08,71.6823,80.5287,75.2241,89.2277
2023-09-09,71.5001,80.443,75.1146,89.9258
2023-09-10,71.3247,80.3447,74.9948,90.9674
2023-09-11,71.1602,80.1348,74.761,91.3387
2023-09-12,70.9396,79.9174,74.5132,91.033
2023-09-13,70.7281,79.7793,74.2845,90.774
2023-09-14,70.5095,79.6285,74.0631,90.7013
2023-09-15,70.2896,79.5733,73.8914,90.0388
2023-09-16,70.1099,79.4545,73.7311,89.4155
2023-09-17,69.9219,79.339,73.5867,89.0451
2023-09-18,69.7344,79.1025,73.3197,88.5283
2023-09-19,69.551,78.7691,73.0905,88.715
2023-09-20,69.3618,78.3992,72.8529,89.2029
2023-09-21,69.1354,78.0475,72.6396,89.3447
2023-09-22,68.91,77.6103,72.3956,89.3435
2023-09-23,68.6689,77.2392,72.158,89.8715
2023-09-24,68.4198,76.9713,71.967,90.0707
2023-09-25,68.1771,76.2105,71.6961,90.375
2023-09-26,67.9402,75.3683,71.4082,90.6087
2023-09-27,67.7103,74.4248,71.1446,91.6691
2023-09-28,67.4792,73.614,70.8672,92.5323
2023-09-29,67.2524,73.2894,70.6566,92.8211
2023-09-30,67.0267,73.3063,70.586,92.9428
2023-10-01,66.8543,73.1541,70.5866,93.1775
2023-10-02,66.6533,72.7352,70.486,92.7595
2023-10-03,66.4562,72.2202,70.3205,91.2308
2023-10-04,66.2633,71.7476,70.1565,94.1433
2023-10-05,65.9852,71.292,70.0779,94.1166
2023-10-06,65.7252,70.908,70.0028,93.0835
2023-10-07,65.4622,70.3145,69.9553,96.187
2023-10-08,65.2218,70.0459,70.0387,95.6325
2023-10-09,64.9593,69.5742,70.0369,96.1257
2023-10-10,64.696,69.2168,69.9818,94.7215
2023-10-11,64.413,68.7952,69.8628,93.2258
2023-10-12,64.2261,68.5157,69.7831,95.9158
2023-10-13,64.0065,68.0677,69.6867,97.5453
