data,NORDESTE,NORTE,SUDESTE,SUL
2019-06-24,55.9302,72.7146,34.1699,86.0659
2019-06-25,55.8019,72.6388,34.0913,85.2298
2019-06-26,55.7273,72.5713,34.0123,84.5383
2019-06-27,55.653,72.5037,33.9205,83.9546
2019-06-28,55.5422,72.4292,33.8309,83.2063
2019-06-29,55.4817,72.5,33.7773,83.2144
2019-06-30,55.4395,72.6301,33.7211,83.5858
2019-07-01,55.3788,72.7022,33.6607,83.5462
2019-07-02,55.3019,72.5255,33.5847,84.3501
2019-07-03,55.2254,72.3477,33.5204,87.0758
2019-07-04,55.0989,72.2273,33.553,87.2087
2019-07-05,55.0227,72.2535,33.71,87.127
2019-07-06,54.9628,72.2733,33.7193,87.1353
2019-07-07,54.8743,72.2039,33.7031,87.1758
2019-07-08,54.8191,72.2238,33.6816,86.8617
2019-07-09,54.7357,72.0899,33.6409,86.4051
2019-07-10,54.6756,71.8128,33.6107,85.6827
2019-07-11,54.5698,71.6417,33.5636,85.0623
2019-07-12,54.5246,71.5474,33.4892,84.4376
2019-07-13,54.4775,71.5226,33.4293,84.3808
2019-07-14,54.3765,71.5302,33.3591,84.7267
2019-07-15,54.2764,71.4494,33.2983,84.1781
2019-07-16,54.1481,71.4349,33.2486,83.4107
2019-07-17,53.9427,71.407,33.1782,82.5932
2019-07-18,53.8845,71.3926,33.1134,81.9831
2019-07-19,53.7864,71.3221,33.05,81.1831
2019-07-20,53.6629,71.0984,32.9814,81.1031
2019-07-21,53.5768,70.9783,32.9128,81.3393
2019-07-22,53.42,70.9453,32.8409,80.5606
2019-07-23,53.3066,70.9206,32.7682,79.7067
2019-07-24,53.1892,70.8876,32.6917,79.1147
2019-07-25,53.0869,70.812,32.6154,78.3762
2019-07-26,53.04,70.779,32.5386,77.4239
2019-07-27,52.9364,70.7034,32.4605,77.2334
2019-07-28,52.8583,70.626,32.3856,77.4055
2019-07-29,52.7863,70.5474,32.3151,76.9517
2019-07-30,52.7103,70.5226,32.2354,76.0528
2019-07-31,52.5795,70.4504,32.1392,75.0206
2019-08-01,52.4618,70.3667,32.0475,74.0395
2019-08-02,52.3529,70.2385,31.9667,73.1736
2019-08-03,52.2315,70.1548,31.8909,72.8754
2019-08-04,52.0395,70.0961,31.8278,72.8263
2019-08-05,51.9049,70.0175,31.7595,72.3225
2019-08-06,51.7568,69.9453,31.6955,71.6844
2019-08-07,51.6741,69.8565,31.6196,71.0993
2019-08-08,51.5778,69.7677,31.5437,70.5514
2019-08-09,51.4443,69.6851,31.4586,69.9517
2019-08-10,51.3638,69.552,31.3809,69.6858
2019-08-11,51.2311,69.4138,31.3114,69.651
2019-08-12,51.1243,69.2692,31.2294,69.118
2019-08-13,51.0047,69.0919,31.1369,68.2616
2019-08-14,50.8738,68.9084,31.0628,67.4086
2019-08-15,50.7403,68.7807,30.9837,66.5341
2019-08-16,50.6206,68.6581,30.9075,65.6512
2019-08-17,50.5521,68.5222,30.8195,65.319
2019-08-18,50.4355,68.3452,30.7398,65.2187
2019-08-19,50.3038,67.9728,30.6592,64.6492
2019-08-20,50.2073,67.6492,30.5721,63.8369
2019-08-21,50.053,67.2825,30.4944,63.0925
2019-08-22,49.9204,66.9206,30.4151,62.3273
2019-08-23,49.7856,66.5609,30.3416,61.5483
2019-08-24,49.6486,65.8735,30.261,61.0491
2019-08-25,49.5281,65.5149,30.1814,60.9448
2019-08-26,49.3249,65.2067,30.1,60.5079
2019-08-27,49.1454,64.8468,30.015,59.9956
2019-08-28,49.006,64.4873,29.9339,59.4472
2019-08-29,48.8325,64.1344,29.8473,58.9847
2019-08-30,48.6909,63.6821,29.7667,58.5315
2019-08-31,48.55,63.3381,29.7034,58.0713
2019-09-01,48.4285,63.1169,29.6434,57.8987
2019-09-02,48.2903,62.6722,29.5908,57.5068
2019-09-03,48.1181,62.316,29.5381,56.962
2019-09-04,47.9598,61.8219,29.4749,56.4443
2019-09-05,47.8221,61.38,29.4091,55.9697
2019-09-06,47.7073,61.1611,29.3378,55.6064
2019-09-07,47.6299,60.9856,29.2578,55.4293
2019-09-08,47.4605,60.7527,29.1595,55.223
2019-09-09,47.2678,60.3183,29.0496,54.7618
2019-09-10,47.0762,59.7449,28.9145,54.1657
2019-09-11,46.8851,59.1786,28.7748,53.5721
2019-09-12,46.6673,58.5033,28.6176,52.9017
2019-09-13,46.6003,57.7816,28.4743,52.2705
2019-09-14,46.4707,57.4428,28.3887,51.8799
2019-09-15,46.339,57.2194,28.2836,51.6803
2019-09-16,46.1352,56.6377,28.1595,51.2134
2019-09-17,45.9482,55.8886,27.9938,50.4158
2019-09-18,45.7778,55.0265,27.8018,49.6025
2019-09-19,45.6726,54.358,27.644,49.0603
2019-09-20,45.5486,53.5583,27.4794,48.8855
2019-09-21,45.3453,53.081,27.3173,48.9881
2019-09-22,45.2027,52.9105,27.2231,49.2278
2019-09-23,44.9831,52.386,27.1058,49.1389
2019-09-24,44.7767,51.7672,26.9924,48.9523
2019-09-25,44.5757,51.1024,26.8875,48.7176
2019-09-26,44.4205,50.3192,26.7559,48.5947
2019-09-27,44.2605,49.3568,26.6013,48.3812
2019-09-28,44.1154,48.6166,26.5159,48.1422
2019-09-29,43.9948,48.4643,26.4251,48.0479
2019-09-30,43.8795,47.77,26.2794,47.7566
2019-10-01,43.7534,47.0947,26.1411,47.2823
2019-10-02,43.53,46.419,25.9706,46.7309
2019-10-03,43.3508,45.8339,25.8188,46.4133
2019-10-04,43.1527,45.3565,25.676,46.675
2019-10-05,42.9683,44.8683,25.5554,47.2956
2019-10-06,42.899,44.5944,25.4642,48.0899
2019-10-07,42.7341,44.0288,25.3706,48.7327
2019-10-08,42.4812,43.5512,25.3069,49.0482
2019-10-09,42.3198,43.1256,25.2555,49.1497
2019-10-10,42.1727,42.7493,25.1773,49.1529
2019-10-11,42.0406,42.3328,25.0101,48.9988
2019-10-12,41.8299,41.9578,24.8929,49.1309
2019-10-13,41.6693,41.5356,24.7844,49.1607
2019-10-14,41.4914,40.6593,24.6205,49.0585
2019-10-15,41.3751,39.7489,24.4451,49.0588
2019-10-16,41.1844,38.9866,24.2949,49.1627
2019-10-17,41.0196,38.2103,24.1234,49.4332
2019-10-18,40.8439,37.2167,23.9485,49.8615
2019-10-19,40.6874,36.2669,23.7979,50.9513
2019-10-20,40.5141,35.7647,23.6893,51.945
2019-10-21,40.3672,34.729,23.5048,52.6419
2019-10-22,40.2125,33.7187,23.3263,52.9149
2019-10-23,40.0651,32.7665,23.1745,53.0441
2019-10-24,39.8734,31.8714,23.0089,53.1002
2019-10-25,39.728,31.4714,22.8731,52.9074
2019-10-26,39.5918,31.1466,22.7598,53.0167
2019-10-27,39.5107,31.098,22.6744,53.3739
2019-10-28,39.3131,30.7156,22.5141,53.4328
2019-10-29,39.0061,30.1041,22.3378,53.4358
2019-10-30,38.782,29.3518,22.1801,53.3955
2019-10-31,38.4628,28.6065,22.0217,53.9447
2019-11-01,38.1822,27.9085,21.8774,55.3952
2019-11-02,38.0629,27.7537,21.7596,56.414
2019-11-03,37.9121,27.4572,21.6575,57.4056
2019-11-04,37.6111,26.5574,21.4836,57.8346
2019-11-05,37.4514,25.7145,21.3233,59.6844
2019-11-06,37.2911,25.4504,21.1767,64.2535
2019-11-07,37.0665,25.3021,21.0497,65.9871
2019-11-08,37.045,25.1597,20.9073,66.8177
2019-11-09,36.5044,25.1003,20.8586,67.5757
2019-11-10,36.3097,25.0522,20.8151,68.1445
2019-11-11,36.1865,24.9589,20.7281,68.3255
2019-11-12,36.0655,24.8913,20.6852,68.3029
2019-11-13,35.9939,24.6827,20.5803,68.0646
2019-11-14,35.9025,24.3852,20.4796,67.8604
2019-11-15,35.8192,24.3519,20.4569,67.5235
2019-11-16,35.6615,24.3075,20.4063,67.0649
2019-11-17,35.4891,24.2567,20.3746,66.8354
2019-11-18,35.3062,23.9792,20.2854,65.9717
2019-11-19,35.1244,23.8863,20.2047,64.9593
2019-11-20,34.7414,23.9088,20.178,63.8724
2019-11-21,34.6022,23.8429,20.1169,62.746
2019-11-22,34.4785,23.4365,20.0326,61.4224
2019-11-23,34.3763,23.0268,19.9174,60.5
2019-11-24,34.322,22.7902,19.877,60.0118
2019-11-25,34.2377,22.5224,19.7977,59.1866
2019-11-26,34.1388,22.0222,19.7076,58.3638
2019-11-27,34.0709,21.6752,19.6728,57.6859
2019-11-28,33.9671,21.286,19.6472,56.8878
2019-11-29,33.7184,20.9119,19.5879,55.9188
2019-11-30,33.6488,20.4813,19.5169,55.195
2019-12-01,33.6127,20.4162,19.5047,54.6694
2019-12-02,33.6522,19.8274,19.4444,53.7574
2019-12-03,33.6707,19.3194,19.4388,52.8772
2019-12-04,33.7454,19.0185,19.4378,51.8752
2019-12-05,33.8341,18.7045,19.431,50.9574
2019-12-06,33.8624,18.3781,19.4224,49.7975
2019-12-07,34.007,18.0149,19.4017,49.2848
2019-12-08,34.1894,17.8444,19.4295,49.0832
2019-12-09,34.2858,17.6005,19.394,48.0218
2019-12-10,34.3448,17.3074,19.4083,46.8014
2019-12-11,34.5043,17.1419,19.3873,45.5434
2019-12-12,34.6572,17.0232,19.3622,44.3273
2019-12-13,34.6466,16.8933,19.3462,43.4187
2019-12-14,34.7998,16.8873,19.395,43.0388
2019-12-15,35.0163,16.9896,19.4139,42.8496
2019-12-16,35.1522,16.7919,19.3655,42.3392
2019-12-17,35.3131,16.5149,19.3772,41.8521
2019-12-18,35.3989,16.3062,19.3742,41.4985
2019-12-19,35.5792,16.1287,19.3481,41.4133
2019-12-20,35.7567,15.8674,19.3158,41.361
2019-12-21,35.969,15.5837,19.3112,41.3146
2019-12-22,36.1879,15.5103,19.302,41.3423
2019-12-23,36.3895,15.3251,19.3279,41.2227
2019-12-24,36.6181,15.1385,19.3333,41.3108
2019-12-25,36.8889,15.1596,19.3391,41.357
2019-12-26,37.0902,15.0404,19.3519,41.032
2019-12-27,37.2723,14.8867,19.3532,40.7332
2019-12-28,37.4745,14.7671,19.3513,40.4369
2019-12-29,37.6702,14.737,19.3371,40.198
2019-12-30,37.7956,14.6544,19.3149,39.8631
2019-12-31,37.9106,14.5529,19.2717,39.3987
2020-01-01,38.0093,14.6072,19.231,39.0236
2020-01-02,38.0804,14.5749,19.2325,38.7034
2020-01-03,38.1364,14.4688,19.2055,38.3852
2020-01-04,38.1947,14.5149,19.2751,38.1451
2020-01-05,38.2804,14.6028,19.3527,38.0368
2020-01-06,38.3984,14.5773,19.436,37.619
2020-01-07,38.4864,14.6457,19.585,37.1385
2020-01-08,38.6132,14.7249,19.8263,36.6666
2020-01-09,38.5083,14.7179,19.9571,36.3226
2020-01-10,38.6129,14.7031,20.0101,35.9651
2020-01-11,38.7355,14.9,20.1392,35.7869
2020-01-12,38.9015,15.1941,20.2645,36.1099
2020-01-13,38.9372,15.3705,20.3201,36.3144
2020-01-14,38.9601,15.648,20.4387,36.4771
2020-01-15,38.9735,15.8806,20.4993,36.446
2020-01-16,39.2217,16.0112,20.5147,36.4027
2020-01-17,39.352,16.2454,20.6372,36.4256
2020-01-18,39.4646,16.6654,20.7294,36.5506
2020-01-19,39.5815,17.1457,20.7963,36.6872
2020-01-20,39.6577,17.3683,20.8562,36.4376
2020-01-21,39.6996,17.5791,20.8809,36.1941
2020-01-22,39.7263,17.7871,20.9487,35.829
2020-01-23,40.0243,18.0776,21.0595,35.5003
2020-01-24,40.4232,18.3411,21.2062,35.1588
2020-01-25,40.7925,18.7319,21.4518,35.022
2020-01-26,41.2335,19.2535,21.766,34.9061
2020-01-27,41.9697,19.5565,22.1439,34.6112
2020-01-28,42.5226,19.9528,22.6042,34.121
2020-01-29,43.0468,20.4135,22.993,33.5612
2020-01-30,43.5336,21.0091,23.3667,33.1511
2020-01-31,44.0135,21.325,23.569,32.7114
2020-02-01,44.2997,21.5848,23.6957,32.4994
2020-02-02,44.6315,22.0974,23.9091,32.3538
2020-02-03,45.0958,22.5602,24.1412,32.017
2020-02-04,45.4906,22.9402,24.4095,31.7606
2020-02-05,45.8675,23.4044,24.6005,31.5746
2020-02-06,46.5387,23.8744,24.8141,31.3667
2020-02-07,47.1493,24.4444,25.0565,31.1837
2020-02-08,48.0714,25.2118,25.4396,31.0448
2020-02-09,48.748,26.4776,25.9206,30.9189
2020-02-10,49.3773,27.2828,26.5597,30.6004
2020-02-11,50.0059,28.4213,27.0671,30.2534
2020-02-12,50.7402,29.5129,27.5158,29.9829
2020-02-13,51.36,30.4705,27.7893,29.6434
2020-02-14,51.9219,31.7369,28.0304,29.2328
2020-02-15,52.5379,32.843,28.2137,28.9607
2020-02-16,53.2085,33.8523,28.425,28.7184
2020-02-17,53.7745,34.7437,28.6304,28.2566
2020-02-18,54.444,35.5915,28.8323,27.7578
2020-02-19,55.1401,36.5694,29.0004,27.3166
2020-02-20,55.8327,37.5362,29.1758,26.9065
2020-02-21,56.5514,38.5661,29.3735,26.5493
2020-02-22,57.243,39.5911,29.5904,26.2554
2020-02-23,57.8721,40.918,29.8316,25.9519
2020-02-24,58.1325,42.3755,30.0929,25.613
2020-02-25,58.9142,43.7932,30.3969,25.2892
2020-02-26,59.4152,45.0459,30.7634,25.1806
2020-02-27,59.9619,45.7943,31.1169,25.444
2020-02-28,60.3613,46.5679,31.3862,25.5648
2020-02-29,60.8561,47.5763,31.6583,25.5492
2020-03-01,61.4234,48.9985,32.0542,25.6192
2020-03-02,61.841,50.028,32.3897,25.4531
2020-03-03,61.6837,51.3091,32.7758,25.1235
2020-03-04,62.7077,52.5886,33.0605,24.7292
2020-03-05,63.1502,53.7483,33.334,24.2766
2020-03-06,63.9651,55.4117,33.7635,23.8455
2020-03-07,64.2453,57.4413,34.1943,23.5709
2020-03-08,64.7469,59.8587,34.6771,23.3066
2020-03-09,65.2017,61.7324,35.0438,22.9435
2020-03-10,66.1279,63.3067,35.3428,22.5866
2020-03-11,66.7143,64.7013,35.6458,22.2365
2020-03-12,67.0739,66.0906,35.9237,21.8025
2020-03-13,67.6308,67.3191,36.1641,21.3902
2020-03-14,68.1403,68.487,36.4175,21.2281
2020-03-15,68.8514,69.2838,36.6249,21.0696
2020-03-16,69.4929,69.6139,36.8105,20.8312
2020-03-17,70.1217,69.9543,36.9933,20.6289
2020-03-18,70.6565,70.3172,37.1167,20.5412
2020-03-19,71.5243,70.927,37.2536,20.4364
2020-03-20,71.9917,71.4773,37.4105,20.4468
2020-03-21,72.7302,71.9202,37.6436,20.4956
2020-03-22,73.6564,72.2953,37.9498,20.4807
2020-03-23,74.1938,72.3837,38.2074,20.4991
2020-03-24,74.7724,72.5144,38.4372,20.4304
2020-03-25,75.7145,72.685,38.7474,20.3947
2020-03-26,76.3306,73.199,39.2196,20.3526
2020-03-27,76.9802,73.7767,39.7873,20.302
2020-03-28,77.7697,74.274,40.3029,20.2768
2020-03-29,78.3304,74.5647,40.7176,20.2637
2020-03-30,78.8063,74.5869,40.9858,20.1714
2020-03-31,79.3857,74.6704,41.2152,20.0866
2020-04-01,79.7662,74.9558,41.4147,20.0576
2020-04-02,80.0796,75.0854,41.5427,20.0297
2020-04-03,81.0347,75.0402,41.7016,19.9573
2020-04-04,81.379,74.8895,41.827,19.9026
2020-04-05,82.0142,74.7752,41.9515,19.9062
2020-04-06,82.3905,74.6735,42.0542,19.8666
2020-04-07,82.8914,74.9077,42.1426,19.8745
2020-04-08,83.1056,75.3603,42.244,19.9413
2020-04-09,83.3329,76.0783,42.3419,19.9602
2020-04-10,83.61,76.9679,42.454,19.9946
2020-04-11,83.9455,77.8711,42.5992,19.972
2020-04-12,84.2672,78.9118,42.7048,19.9765
2020-04-13,84.777,79.7111,42.8205,19.9969
2020-04-14,85.2168,80.1513,42.9336,19.9935
2020-04-15,85.8218,80.2036,43.0623,20.0227
2020-04-16,86.0255,80.2578,43.1722,20.0528
2020-04-17,86.3012,80.405,43.3039,20.0486
2020-04-18,86.5946,80.4807,43.5014,20.0426
2020-04-19,86.8961,80.71,43.6776,20.0454
2020-04-20,87.0347,80.6137,43.8357,20.0591
2020-04-21,87.5323,80.6224,43.9839,20.0097
2020-04-22,87.7065,80.7678,44.168,19.9827
2020-04-23,88.0206,81.1001,44.401,19.9182
2020-04-24,88.3047,81.4347,44.6308,19.888
2020-04-25,88.5217,81.7624,44.8365,19.8115
2020-04-26,88.7155,82.178,44.9947,19.7524
2020-04-27,88.7792,82.4322,45.0978,19.6934
2020-04-28,89.2218,82.3987,45.1772,19.6484
2020-04-29,89.3342,82.2088,45.2307,19.5825
2020-04-30,89.5152,81.9424,45.2969,19.5193
2020-05-01,89.6894,82.0846,45.3686,19.4462
2020-05-02,89.9361,82.1729,45.4193,19.4101
2020-05-03,90.0162,82.2041,45.466,19.3497
2020-05-04,90.2267,82.4385,45.5116,19.3138
2020-05-05,90.4379,82.8382,45.5627,19.2935
2020-05-06,90.5945,82.6826,45.6027,19.2801
2020-05-07,90.6554,82.2859,45.6235,19.2646
2020-05-08,90.7944,82.2688,45.6617,19.24
2020-05-09,90.9082,83.025,45.7139,19.1851
2020-05-10,91.1146,83.7304,45.766,19.1559
2020-05-11,91.2003,83.8162,45.8117,19.1054
2020-05-12,91.3024,83.6404,45.832,19.0242
2020-05-13,91.0855,83.5578,45.8635,19.0614
2020-05-14,91.1966,83.6961,45.8851,19.1102
2020-05-15,91.2885,83.8185,45.9012,19.1251
2020-05-16,91.3135,84.1575,45.9293,19.146
2020-05-17,91.3245,84.2929,45.9589,19.1528
2020-05-18,91.2519,84.1732,45.9891,19.1648
2020-05-19,91.202,84.0561,46.0145,19.1804
2020-05-20,91.1659,84.0491,46.0523,19.1665
2020-05-21,91.4291,84.1482,46.0622,19.1731
2020-05-22,91.4246,84.2186,46.0455,19.5299
2020-05-23,91.3668,84.2853,46.0575,19.8858
2020-05-24,91.3909,84.4655,46.0788,20.1684
2020-05-25,91.4732,84.4375,46.0918,20.3648
2020-05-26,91.5309,84.2634,46.0839,20.5158
2020-05-27,91.564,84.1208,46.0846,20.6074
2020-05-28,91.5214,84.4317,46.0813,20.7199
2020-05-29,91.2977,84.8579,46.0855,20.7946
2020-05-30,91.5357,84.7474,46.0831,20.8585
2020-05-31,91.659,84.6952,46.0752,20.9445
2020-06-01,91.5164,84.4072,46.0404,21.0073
2020-06-02,91.5214,84.1974,46.0077,20.9846
2020-06-03,91.5307,84.2439,45.9793,20.9739
2020-06-04,91.4606,84.4063,45.9564,20.9705
2020-06-05,91.3708,84.4304,45.9019,21.143
2020-06-06,91.3469,84.4469,45.863,21.5923
2020-06-07,91.1776,84.4214,45.8194,22.0717
2020-06-08,91.1337,84.4042,45.7875,22.4382
2020-06-09,91.0932,84.4124,45.755,22.7579
2020-06-10,91.0623,84.4402,45.7098,23.581
2020-06-11,90.9728,84.8933,45.6699,24.9015
2020-06-12,90.9278,85.1751,45.6385,25.8242
2020-06-13,90.8241,85.3174,45.5949,26.7821
2020-06-14,90.7137,85.3382,45.5607,27.8265
2020-06-15,90.6247,85.2459,45.5241,28.4176
2020-06-16,90.5324,85.0478,45.4693,28.8647
2020-06-17,90.405,84.8835,45.4172,29.205
2020-06-18,90.2476,84.7838,45.371,29.4178
2020-06-19,90.1333,84.6666,45.3259,29.4987
2020-06-20,90.0116,84.759,45.2777,29.6865
2020-06-21,89.8864,84.8931,45.2235,29.9895
2020-06-22,89.8044,84.6693,45.1683,30.1001
2020-06-23,89.6721,84.5685,45.1109,30.1459
2020-06-24,89.5111,84.4203,45.0529,30.1676
2020-06-25,89.3452,84.2707,44.9908,30.3027
2020-06-26,89.1861,84.178,44.9373,30.4505
2020-06-27,89.1607,84.217,45.0199,30.8671
2020-06-28,89.0077,84.3439,44.9805,31.3272
2020-06-29,88.8008,84.4363,44.9436,31.5365
2020-06-30,88.6318,84.5256,44.8933,32.7482
2020-07-01,88.3729,84.5265,44.8262,34.9126
2020-07-02,88.1684,84.4258,44.7605,36.4916
2020-07-03,87.943,84.4905,44.6942,37.5169
2020-07-04,87.7326,84.5643,44.6292,38.3945
2020-07-05,87.5184,84.6992,44.5692,39.2689
2020-07-06,87.2612,84.7065,44.4957,40.6245
2020-07-07,86.964,84.7087,44.4329,44.1068
2020-07-08,86.6917,84.6869,44.3541,52.4721
2020-07-09,86.504,84.7295,44.2772,58.5687
2020-07-10,86.3018,84.7142,44.1868,61.971
2020-07-11,86.1659,84.7477,44.114,64.7048
2020-07-12,85.8414,84.7887,44.0384,68.3965
2020-07-13,85.6195,84.8051,43.9647,71.2403
2020-07-14,85.4701,84.7054,43.8875,72.8075
2020-07-15,85.2377,84.6642,43.8015,73.3619
2020-07-16,85.0143,84.6768,43.7398,73.8847
2020-07-17,84.7311,84.586,43.6574,75.5591
2020-07-18,84.6505,84.5657,43.5749,77.4577
2020-07-19,84.5235,84.6012,43.4904,79.6668
2020-07-20,84.2451,84.4754,43.3996,80.3639
2020-07-21,84.1547,84.3042,43.3146,80.239
2020-07-22,84.006,84.1136,43.2214,79.8486
2020-07-23,83.8037,83.9022,43.1202,79.305
2020-07-24,83.6563,83.7557,43.0361,78.5412
2020-07-25,83.1897,83.602,42.954,78.206
2020-07-26,83.0199,83.4455,42.8743,78.4616
2020-07-27,82.842,83.2081,42.775,77.8416
2020-07-28,82.6369,82.904,42.6877,77.4617
2020-07-29,82.3937,82.5894,42.6015,77.1852
2020-07-30,82.1248,82.3303,42.5166,77.1625
2020-07-31,81.9084,82.0974,42.4469,76.8389
2020-08-01,81.775,81.8643,42.3754,76.7056
2020-08-02,81.7091,81.7559,42.3122,77.0212
2020-08-03,81.6288,81.5526,42.2274,76.645
2020-08-04,81.4545,81.2423,42.1293,75.9412
2020-08-05,81.3505,80.9369,42.0344,75.315
2020-08-06,81.1227,80.622,41.9431,74.6183
2020-08-07,80.8472,80.192,41.846,73.8804
2020-08-08,80.6814,79.842,41.7457,73.4504
2020-08-09,80.59,79.6198,41.6632,73.4702
2020-08-10,80.3643,79.1925,41.5633,72.8672
2020-08-11,80.1781,78.6523,41.4655,72.0792
2020-08-12,79.9311,78.1136,41.3685,71.6322
2020-08-13,79.7486,77.4747,41.2685,71.0493
2020-08-14,79.5162,76.8994,41.1583,71.2302
2020-08-15,79.4285,76.269,41.0768,72.8155
2020-08-16,79.3626,75.9579,41.0222,76.1846
2020-08-17,79.1351,75.5003,40.9484,77.7804
2020-08-18,78.9297,74.9943,40.8809,78.4258
2020-08-19,78.7173,74.4065,40.7991,78.7986
2020-08-20,78.4705,73.7971,40.7138,79.006
2020-08-21,78.2593,73.2046,40.6402,79.0977
2020-08-22,78.0522,72.9304,40.5743,78.9512
2020-08-23,77.905,72.7984,40.5153,79.2252
2020-08-24,77.5114,72.3965,40.4299,78.7559
2020-08-25,77.2526,72.0025,40.3247,77.8596
2020-08-26,77.0528,71.603,40.2014,76.8068
2020-08-27,76.7759,71.145,40.0645,75.808
2020-08-28,76.5425,70.5948,39.9264,74.7926
2020-08-29,76.2593,70.1882,39.7909,74.0747
2020-08-30,76.0398,69.7993,39.6775,73.7267
2020-08-31,75.755,69.2723,39.5196,72.8845
2020-09-01,75.4779,68.7335,39.3729,71.9014
2020-09-02,75.2639,68.1667,39.2351,70.8375
2020-09-03,75.0477,67.7036,39.0945,69.8184
2020-09-04,74.8089,67.2181,38.9489,68.845
2020-09-05,74.5846,66.6774,38.8069,68.2114
2020-09-06,74.3211,66.2602,38.6718,68.1475
2020-09-07,74.073,65.8108,38.5309,68.2309
2020-09-08,73.6927,65.1885,38.3948,68.7823
2020-09-09,73.3505,64.4732,38.2447,68.9979
2020-09-10,73.0255,63.7079,38.0716,68.7141
2020-09-11,72.6577,63.0474,37.9086,68.1047
2020-09-12,72.2953,62.4829,37.7456,67.9263
2020-09-13,72.0766,62.2147,37.624,67.7385
2020-09-14,71.5103,61.667,37.4513,66.9274
2020-09-15,71.2609,61.126,37.2942,65.7933
2020-09-16,71.0597,60.4321,37.1228,64.6676
2020-09-17,70.8053,59.5763,36.9428,63.667
2020-09-18,70.3855,58.6896,36.7324,62.7559
2020-09-19,70.0337,57.9515,36.5349,61.9701
2020-09-20,69.7966,57.3994,36.3724,61.7152
2020-09-21,69.384,56.7027,36.191,60.9356
2020-09-22,69.0767,56.0239,36.0309,59.9996
2020-09-23,68.5367,55.4415,35.9077,58.9659
2020-09-24,68.1722,54.886,35.7494,57.9223
2020-09-25,67.7901,54.1976,35.558,56.9948
2020-09-26,67.5078,53.5745,35.3748,56.6039
2020-09-27,67.1669,53.0541,35.2058,56.2266
2020-09-28,66.7981,52.2397,34.9887,55.3983
2020-09-29,66.2637,51.5134,34.7938,54.5285
2020-09-30,65.8744,50.8428,34.5788,53.5362
2020-10-01,65.6602,50.1401,34.3722,52.3868
2020-10-02,65.3143,49.4626,34.1641,51.3889
2020-10-03,65.024,48.695,33.9443,50.8352
2020-10-04,64.6072,48.1057,33.7742,50.5391
2020-10-05,64.2487,47.471,33.5599,49.799
2020-10-06,63.8414,46.7777,33.3537,48.9054
2020-10-07,63.4976,45.9867,33.1639,47.9732
2020-10-08,63.1626,45.0849,32.978,46.9804
2020-10-09,62.7722,43.9481,32.7809,45.9874
2020-10-10,62.3667,42.6645,32.6021,45.1162
2020-10-11,62.0674,41.7062,32.4284,44.8181
2020-10-12,61.7957,41.2146,32.2381,44.5748
2020-10-13,61.3798,40.5009,32.0396,43.5744
2020-10-14,61.0517,39.7509,31.8378,42.3783
2020-10-15,60.7085,39.0321,31.6485,41.2366
2020-10-16,60.3133,38.3576,31.4612,40.2657
2020-10-17,59.9449,37.8415,31.2631,39.6969
2020-10-18,59.7602,37.4588,31.0898,39.4151
2020-10-19,59.4284,36.8803,30.9084,38.8628
2020-10-20,59.0831,36.2719,30.7234,38.307
2020-10-21,58.9254,35.5465,30.5591,37.716
2020-10-22,58.6693,34.7975,30.3538,37.2654
2020-10-23,58.3288,34.2427,30.1603,36.7314
2020-10-24,58.0888,33.7107,30.011,36.4337
2020-10-25,57.9459,33.2545,29.8877,36.3047
2020-10-26,57.7423,32.6849,29.7217,35.985
2020-10-27,57.5468,32.0428,29.5446,35.6908
2020-10-28,57.2578,31.5264,29.3747,35.3287
2020-10-29,57.019,31.0933,29.2276,34.953
2020-10-30,56.5727,30.7294,29.0832,34.6322
2020-10-31,56.2251,30.3861,29.0389,34.6025
2020-11-01,55.8875,30.1889,28.9878,34.6619
2020-11-02,55.6092,30.054,28.9803,34.6454
2020-11-03,55.3362,29.8679,28.9215,34.4635
2020-11-04,55.1651,29.7383,28.8411,34.0328
2020-11-05,55.2908,29.683,28.736,33.5045
2020-11-06,55.2833,29.6701,28.5933,33.0082
2020-11-07,55.4055,29.7292,28.4879,32.7178
2020-11-08,55.3721,29.7422,28.3573,32.5749
2020-11-09,54.6582,29.6955,28.2113,32.2394
2020-11-10,54.3163,29.6965,28.0551,31.7695
2020-11-11,54.2389,29.5804,27.903,31.304
2020-11-12,54.2393,29.4199,27.7363,30.9536
2020-11-13,54.1036,29.2427,27.61,30.5093
2020-11-14,54.091,28.999,27.4788,30.319
2020-11-15,54.0667,28.8664,27.3728,30.2207
2020-11-16,53.983,28.7469,27.2467,29.8427
2020-11-17,53.8778,28.544,27.1976,29.4327
2020-11-18,53.7764,28.4117,27.1724,29.0286
2020-11-19,53.7198,28.1844,27.1826,28.729
2020-11-20,53.7347,28.1912,27.2421,28.378
2020-11-21,53.6922,28.3055,27.2857,28.3708
2020-11-22,53.7798,28.6408,27.362,28.41
2020-11-23,53.8932,28.9129,27.3062,28.2317
2020-11-24,53.3856,29.1387,27.2113,27.8423
2020-11-25,52.626,29.2814,27.0741,27.2333
2020-11-26,52.544,29.2973,26.9252,26.609
2020-11-27,52.3653,29.2948,26.7808,26.1069
2020-11-28,52.3288,29.396,26.654,25.9553
